at_ismi,kosu,cikti,son_mesafe,son_pist,son_kilo,kilo,son_hipodrom,kaynak_durum,kaynak_url,stil,stil_1_yuzde,stil_2_yuzde,stil_3_yuzde,stil_4_yuzde,stil_veri_sayisi,baskin_stil,not
REAL TROUBLE,2. Koşu,6.47,2100,Sentetik,59.0,60.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/2/stiller,stil_1:19% / stil_2:40% / stil_3:38% / stil_4:2%,19,40,38,2,42,stil_2,
PARKER,2. Koşu,6.49,2100,Sentetik,58.0,52.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/2/stiller,stil_1:8% / stil_2:31% / stil_3:62% / stil_4:0%,8,31,62,0,13,stil_3,
SEFAKÖYLÜ,2. Koşu,6.52,2000,Sentetik,60.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/2/stiller,stil_1:4% / stil_2:48% / stil_3:48% / stil_4:0%,4,48,48,0,23,stil_2,
EAGLE KHAN,2. Koşu,6.52,2000,Sentetik,57.0,54.5,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/2/stiller,stil_1:9% / stil_2:14% / stil_3:45% / stil_4:32%,9,14,45,32,22,stil_3,
DAMASKO,2. Koşu,6.62,2000,Sentetik,58.0,52.7,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/2/stiller,stil_1:6% / stil_2:12% / stil_3:59% / stil_4:24%,6,12,59,24,17,stil_3,
TYPHOON,3. Koşu,6.40,2100,Sentetik,56.0,58.0,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/3/stiller,stil_1:29% / stil_2:41% / stil_3:29% / stil_4:0%,29,41,29,0,17,stil_2,
SOCIAL BEE,3. Koşu,6.42,2000,Sentetik,55.0,60.5,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/3/stiller,stil_1:14% / stil_2:14% / stil_3:50% / stil_4:21%,14,14,50,21,14,stil_3,
KAYROS,3. Koşu,6.44,2000,Sentetik,58.0,56.3,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/3/stiller,stil_1:20% / stil_2:20% / stil_3:40% / stil_4:20%,20,20,40,20,5,stil_3,
HOLA Y CHAO,3. Koşu,6.58,2000,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/3/stiller,stil_1:8% / stil_2:8% / stil_3:32% / stil_4:52%,8,8,32,52,25,stil_4,
LION ICARDI,3. Koşu,6.67,2000,Kum,58.2,58.3,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/3/stiller,stil_1:7% / stil_2:50% / stil_3:36% / stil_4:7%,7,50,36,7,14,stil_2,
ZEMBEREK,4. Koşu,6.99,1400,Kum,55.0,52.3,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:14% / stil_2:5% / stil_3:62% / stil_4:19%,14,5,62,19,21,stil_3,
DAMLA SUYU,4. Koşu,7.04,2000,Sentetik,60.0,60.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:22% / stil_2:39% / stil_3:35% / stil_4:4%,22,39,35,4,54,stil_2,
KIZGIN YÜREK,4. Koşu,7.05,2000,Kum,56.0,61.0,Kocaeli,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:10% / stil_2:41% / stil_3:46% / stil_4:3%,10,41,46,3,39,stil_3,
ESEN BATU,4. Koşu,7.09,1400,Sentetik,60.0,57.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:24% / stil_2:59% / stil_3:17% / stil_4:0%,24,59,17,0,41,stil_2,
ÖZGÜNBERK,4. Koşu,7.09,2000,Sentetik,53.5,52.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:44% / stil_2:44% / stil_3:11% / stil_4:0%,44,44,11,0,18,stil_1,
TAHAYYÜL,4. Koşu,7.10,1200,Sentetik,60.5,58.5,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:0% / stil_2:19% / stil_3:75% / stil_4:6%,0,19,75,6,16,stil_3,
ÇELİK ABİ,4. Koşu,7.12,1400,Kum,52.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:17% / stil_2:50% / stil_3:33% / stil_4:0%,17,50,33,0,12,stil_2,
CANEYMEN,4. Koşu,7.13,1500,Sentetik,60.5,59.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:50% / stil_2:32% / stil_3:14% / stil_4:5%,50,32,14,5,22,stil_1,
UZUNKÖPRÜ,4. Koşu,7.15,2100,Sentetik,58.5,58.0,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:11% / stil_2:33% / stil_3:44% / stil_4:11%,11,33,44,11,9,stil_3,
DURUSU BEYİ,4. Koşu,7.19,1200,Çim,54.9,52.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/4/stiller,stil_1:0% / stil_2:46% / stil_3:54% / stil_4:0%,0,46,54,0,13,stil_3,
ALPHA SKY,5. Koşu,6.34,1400,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:100% / stil_2:0% / stil_3:0% / stil_4:0%,100,0,0,0,2,stil_1,
TIZ TEMPEST,5. Koşu,6.34,1400,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:50% / stil_3:50% / stil_4:0%,0,50,50,0,2,stil_2,
LİSENDORA,5. Koşu,6.34,1400,Sentetik,59.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:0% / stil_3:83% / stil_4:17%,0,0,83,17,6,stil_3,
PATRONA HOLİ,5. Koşu,6.48,1400,Sentetik,60.0,57.0,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:20% / stil_3:60% / stil_4:20%,0,20,60,20,5,stil_3,
EVERMORE,5. Koşu,6.48,2000,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:67% / stil_2:33% / stil_3:0% / stil_4:0%,67,33,0,0,3,stil_1,
CALL TO ARMS,5. Koşu,6.52,1500,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:0% / stil_3:75% / stil_4:25%,0,0,75,25,4,stil_3,
CHEF CURRY,5. Koşu,6.52,1400,Kum,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:50% / stil_3:50% / stil_4:0%,0,50,50,0,2,stil_2,
POWER MAKER,5. Koşu,6.55,1200,Kum,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:50% / stil_3:50% / stil_4:0%,0,50,50,0,4,stil_2,
REYWU,5. Koşu,6.62,2000,Sentetik,55.4,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:50% / stil_2:50% / stil_3:0% / stil_4:0%,50,50,0,0,2,stil_1,
CIRCUIT BREAKER,5. Koşu,6.72,1400,Kum,56.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/5/stiller,stil_1:0% / stil_2:50% / stil_3:50% / stil_4:0%,0,50,50,0,2,stil_2,
AK FİLOZOF,6. Koşu,6.45,1500,Sentetik,60.0,60.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:7% / stil_2:33% / stil_3:59% / stil_4:0%,7,33,59,0,27,stil_3,
GÜRBÜZ TAY,6. Koşu,6.46,2000,Sentetik,60.0,59.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:5% / stil_2:37% / stil_3:58% / stil_4:0%,5,37,58,0,19,stil_3,
GÜNÖTESİ,6. Koşu,6.47,1400,Sentetik,60.0,60.0,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:19% / stil_2:12% / stil_3:65% / stil_4:4%,19,12,65,4,26,stil_3,
DENİZ EFE,6. Koşu,6.49,1500,Sentetik,60.0,59.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:3% / stil_2:6% / stil_3:46% / stil_4:46%,3,6,46,46,35,stil_3,
ŞENALPTUĞ,6. Koşu,6.50,1400,Sentetik,60.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:0% / stil_2:5% / stil_3:80% / stil_4:15%,0,5,80,15,20,stil_3,
TAŞKENT,6. Koşu,6.55,2000,Kum,60.0,59.0,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:11% / stil_2:35% / stil_3:54% / stil_4:0%,11,35,54,0,37,stil_3,
ÖZMEN BEY,6. Koşu,6.60,1300,Çim,58.0,58.2,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:0% / stil_2:14% / stil_3:71% / stil_4:14%,0,14,71,14,7,stil_3,
KRALKARINCA,6. Koşu,6.70,2000,Sentetik,60.0,59.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:0% / stil_2:16% / stil_3:58% / stil_4:26%,0,16,58,26,19,stil_3,
GÖZPINARI,6. Koşu,6.74,1900,Kum,58.0,60.5,İzmir,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:9% / stil_2:16% / stil_3:59% / stil_4:16%,9,16,59,16,44,stil_3,
GÜRAYHAN,6. Koşu,6.75,2000,Kum,60.0,59.0,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:4% / stil_2:70% / stil_3:26% / stil_4:0%,4,70,26,0,27,stil_2,
ZEYBEK YAVUZ,6. Koşu,6.80,1800,Çim,60.0,59.0,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:10% / stil_2:20% / stil_3:65% / stil_4:5%,10,20,65,5,20,stil_3,
ZİNCİR KOPARAN,6. Koşu,6.99,1400,Kum,60.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/6/stiller,stil_1:6% / stil_2:12% / stil_3:28% / stil_4:53%,6,12,28,53,32,stil_4,
DARMADUMAN,7. Koşu,6.28,2000,Sentetik,54.5,55.1,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:0% / stil_2:67% / stil_3:33% / stil_4:0%,0,67,33,0,3,stil_2,
VAYNAKH,7. Koşu,6.30,2000,Sentetik,58.5,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:18% / stil_2:18% / stil_3:27% / stil_4:36%,18,18,27,36,11,stil_4,
DONE THIS,7. Koşu,6.33,1500,Sentetik,59.5,55.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:14% / stil_2:43% / stil_3:43% / stil_4:0%,14,43,43,0,7,stil_2,
HENNAS SPOON,7. Koşu,6.40,1300,Sentetik,54.9,56.1,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:60% / stil_2:40% / stil_3:0% / stil_4:0%,60,40,0,0,5,stil_1,
PRENS EGE,7. Koşu,6.44,1200,Kum,55.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:50% / stil_2:0% / stil_3:0% / stil_4:50%,50,0,0,50,2,stil_1,
ŞAFAKATEŞ,7. Koşu,6.51,1900,Çim,52.0,60.0,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:0% / stil_2:0% / stil_3:29% / stil_4:71%,0,0,29,71,7,stil_4,
VICTORY LANE,7. Koşu,6.77,1400,Çim,56.5,53.1,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/7/stiller,stil_1:0% / stil_2:17% / stil_3:33% / stil_4:50%,0,17,33,50,6,stil_4,
ALMUTANABİY,8. Koşu,6.90,2200,Sentetik,55.0,55.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:38% / stil_2:38% / stil_3:25% / stil_4:0%,38,38,25,0,16,stil_1,
SER DAĞYUDAN,8. Koşu,6.91,1500,Kum,56.0,57.8,Adana,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:25% / stil_2:25% / stil_3:35% / stil_4:15%,25,25,35,15,20,stil_3,
PENÇSİR,8. Koşu,6.93,1500,Sentetik,55.0,60.5,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:10% / stil_2:35% / stil_3:15% / stil_4:40%,10,35,15,40,20,stil_4,
KERBEROS,8. Koşu,6.95,1500,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:0% / stil_2:0% / stil_3:60% / stil_4:40%,0,0,60,40,5,stil_3,
TUTKUN BEY,8. Koşu,7.00,1500,Sentetik,55.0,52.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:40% / stil_2:20% / stil_3:40% / stil_4:0%,40,20,40,0,5,stil_1,
TOZYUTTURAN,8. Koşu,7.02,1300,Kum,56.0,56.5,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:50% / stil_2:50% / stil_3:0% / stil_4:0%,50,50,0,0,4,stil_1,
KRAL SULTAN,8. Koşu,7.02,1500,Sentetik,54.0,56.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:12% / stil_2:56% / stil_3:19% / stil_4:12%,12,56,19,12,16,stil_2,
HIZLI BERATIM,8. Koşu,7.10,1400,Sentetik,54.0,56.0,Antalya,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:21% / stil_2:21% / stil_3:58% / stil_4:0%,21,21,58,0,19,stil_3,
İSYANINOĞLU,8. Koşu,8.11,1700,Kum,54.0,55.0,Şanlıurfa,ok,https://yenibeygir.com/22-04-2026/istanbul/8/stiller,stil_1:18% / stil_2:36% / stil_3:36% / stil_4:9%,18,36,36,9,11,stil_2,
ZİMBATRON,9. Koşu,6.35,1400,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,1,stil_3,
GAME SAVER,9. Koşu,6.41,2000,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:33% / stil_2:33% / stil_3:33% / stil_4:0%,33,33,33,0,3,stil_1,
HEAVEN TIME,9. Koşu,6.41,1500,Sentetik,58.0,58.2,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:75% / stil_2:25% / stil_3:0% / stil_4:0%,75,25,0,0,4,stil_1,
GLONASS,9. Koşu,6.50,1400,Kum,60.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:29% / stil_2:29% / stil_3:43% / stil_4:0%,29,29,43,0,7,stil_3,
HEAVEN LIGHT,9. Koşu,6.50,1400,Kum,59.0,59.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:40% / stil_3:60% / stil_4:0%,0,40,60,0,10,stil_3,
MY STARDUST,9. Koşu,6.61,1400,Kum,58.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:100% / stil_3:0% / stil_4:0%,0,100,0,0,2,stil_2,
MAGGIE,9. Koşu,6.65,1200,Kum,57.0,59.0,İzmir,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:15% / stil_2:23% / stil_3:54% / stil_4:8%,15,23,54,8,13,stil_3,
QUICKSTEP QUEEN,9. Koşu,6.65,1400,Kum,53.0,58.0,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,3,stil_3,
FERDANENİN OĞLU,9. Koşu,6.72,1400,Sentetik,54.0,58.2,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,1,stil_3,
SE Sİ GUAŞE,9. Koşu,6.74,1800,Kum,53.0,51.9,Kocaeli,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:0% / stil_2:20% / stil_3:80% / stil_4:0%,0,20,80,0,5,stil_3,
CİHANIN KIZI,9. Koşu,7.21,1500,Sentetik,56.0,56.1,İstanbul,ok,https://yenibeygir.com/22-04-2026/istanbul/9/stiller,stil_1:75% / stil_2:25% / stil_3:0% / stil_4:0%,75,25,0,0,4,stil_1,
