at_ismi,kosu,cikti,son_mesafe,son_pist,son_kilo,kilo,son_hipodrom,kaynak_durum,kaynak_url,stil,stil_1_yuzde,stil_2_yuzde,stil_3_yuzde,stil_4_yuzde,stil_veri_sayisi,baskin_stil,not
KING LIGHTNING,9. Koşu,6.46,1200,Kum,56.0,58.0,Diyarbakır,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:0% / stil_2:0% / stil_3:50% / stil_4:50%,0,0,50,50,8,stil_3,
NICE,9. Koşu,6.47,1400,Kum,57.0,58.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:19% / stil_2:46% / stil_3:32% / stil_4:4%,19,46,32,4,57,stil_2,
ŞİMENDİFER,9. Koşu,6.47,1400,Kum,58.0,58.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:3% / stil_2:8% / stil_3:62% / stil_4:28%,3,8,62,28,39,stil_3,
BROMANCE,9. Koşu,6.53,1400,Kum,60.0,60.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:0% / stil_2:29% / stil_3:71% / stil_4:0%,0,29,71,0,14,stil_3,
CAPTAIN MARSHALL,9. Koşu,6.56,1400,Kum,59.0,61.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:7% / stil_2:30% / stil_3:63% / stil_4:0%,7,30,63,0,27,stil_3,
ARTAX,9. Koşu,6.62,1400,Kum,60.0,59.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:11% / stil_2:5% / stil_3:53% / stil_4:32%,11,5,53,32,19,stil_3,
GOLD POWER,9. Koşu,6.65,1400,Kum,57.0,59.5,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:22% / stil_2:58% / stil_3:20% / stil_4:0%,22,58,20,0,45,stil_2,
BOGOTA,9. Koşu,6.67,1900,Kum,61.0,61.5,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:20% / stil_2:38% / stil_3:34% / stil_4:8%,20,38,34,8,134,stil_2,
TURDEMİRKIR,9. Koşu,6.70,1400,Kum,59.0,56.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:12% / stil_2:31% / stil_3:53% / stil_4:4%,12,31,53,4,51,stil_3,
VICTORY MATRA,9. Koşu,6.73,1300,Çim,54.0,53.3,Adana,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:0% / stil_2:0% / stil_3:12% / stil_4:88%,0,0,12,88,17,stil_4,
GULIYEV,9. Koşu,6.86,1400,Kum,53.0,57.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:2% / stil_2:9% / stil_3:57% / stil_4:32%,2,9,57,32,91,stil_3,
FADELESS MOONLIGHT,9. Koşu,6.86,1300,Kum,56.0,63.0,Adana,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:6% / stil_2:11% / stil_3:17% / stil_4:67%,6,11,17,67,18,stil_4,
KİNG İHSAN,9. Koşu,6.96,1400,Kum,57.0,60.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:4% / stil_2:15% / stil_3:56% / stil_4:26%,4,15,56,26,27,stil_3,
WARRIOR LION,9. Koşu,6.97,1800,Kum,57.0,58.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:0% / stil_2:10% / stil_3:55% / stil_4:35%,0,10,55,35,20,stil_3,
GARDAŞOV,9. Koşu,7.01,1200,Kum,56.0,56.6,Adana,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:50% / stil_2:28% / stil_3:22% / stil_4:0%,50,28,22,0,18,stil_1,
NİSANUR HATIRASI,9. Koşu,7.26,1400,Kum,58.0,59.0,Şanlıurfa,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:2% / stil_2:7% / stil_3:33% / stil_4:58%,2,7,33,58,99,stil_4,
SÖĞÜTLÜ AĞASI,9. Koşu,8.21,1600,Kum,56.0,60.0,Elazığ,ok,https://yenibeygir.com/27-04-2026/sanliurfa/9/stiller,stil_1:36% / stil_2:23% / stil_3:36% / stil_4:5%,36,23,36,5,22,stil_1,
