at_ismi,kosu,cikti,son_mesafe,son_pist,son_kilo,kilo,son_hipodrom,kaynak_durum,kaynak_url,stil,stil_1_yuzde,stil_2_yuzde,stil_3_yuzde,stil_4_yuzde,stil_veri_sayisi,baskin_stil,not
SÜTLİMAN,1. Koşu,7.65,1300,Kum,51.5,56.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/1/stiller,stil_1:9% / stil_2:36% / stil_3:55% / stil_4:0%,9,36,55,0,11,stil_3,
ŞAFAKAY,1. Koşu,7.73,1400,Kum,57.0,55.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/1/stiller,stil_1:8% / stil_2:54% / stil_3:31% / stil_4:8%,8,54,31,8,13,stil_2,
KALORİMATİK,2. Koşu,5.98,1400,Sentetik,60.0,58.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:10% / stil_2:30% / stil_3:50% / stil_4:10%,10,30,50,10,10,stil_3,
GHOST OF NIGHT,2. Koşu,5.99,2000,Sentetik,61.0,60.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:40% / stil_3:60% / stil_4:0%,0,40,60,0,5,stil_3,
BALABAN SÜMBÜLÜ,2. Koşu,6.06,1400,Kum,56.0,56.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:38% / stil_2:19% / stil_3:31% / stil_4:12%,38,19,31,12,16,stil_1,
BEAUSOLEIL,2. Koşu,6.13,1300,Kum,58.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:0% / stil_3:83% / stil_4:17%,0,0,83,17,6,stil_3,
EUROFIGHTER,2. Koşu,6.14,1400,Kum,55.5,58.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:0% / stil_3:50% / stil_4:50%,0,0,50,50,4,stil_3,
LEONETTA,2. Koşu,6.22,1800,Çim,56.4,57.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:17% / stil_2:33% / stil_3:17% / stil_4:33%,17,33,17,33,6,stil_2,
COOL ISLAND,2. Koşu,6.28,1300,Kum,56.0,56.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:8% / stil_2:69% / stil_3:23% / stil_4:0%,8,69,23,0,13,stil_2,
ACHANAY,2. Koşu,6.35,1400,Kum,58.0,56.7,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:40% / stil_3:40% / stil_4:20%,0,40,40,20,5,stil_2,
VICTORY OR DEATH,2. Koşu,6.37,1200,Kum,58.0,57.0,Adana,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:100% / stil_3:0% / stil_4:0%,0,100,0,0,1,stil_2,
PROND OF YOU,2. Koşu,6.40,1900,Kum,54.1,54.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:27% / stil_2:73% / stil_3:0% / stil_4:0%,27,73,0,0,11,stil_2,
QUEEN OF THE SUN,2. Koşu,6.50,1600,Kum,56.8,57.0,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:0% / stil_2:67% / stil_3:33% / stil_4:0%,0,67,33,0,3,stil_2,
LAKE EAGLE,2. Koşu,6.51,1900,Kum,60.0,52.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/2/stiller,stil_1:8% / stil_2:50% / stil_3:42% / stil_4:0%,8,50,42,0,12,stil_2,
MIRACLE RHYTHM,3. Koşu,6.44,2000,Kum,53.5,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:0% / stil_2:20% / stil_3:70% / stil_4:10%,0,20,70,10,20,stil_3,
ÇAVDARLI,3. Koşu,6.51,2100,Kum,60.0,58.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:12% / stil_2:41% / stil_3:42% / stil_4:5%,12,41,42,5,81,stil_3,
FORTUNELLO,3. Koşu,6.52,2100,Kum,60.0,55.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:34% / stil_2:49% / stil_3:17% / stil_4:1%,34,49,17,1,131,stil_2,
TILO GIRL,3. Koşu,6.54,1400,Kum,53.7,56.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:30% / stil_2:21% / stil_3:36% / stil_4:12%,30,21,36,12,33,stil_3,
MONUMENTAL,3. Koşu,6.56,2000,Kum,56.0,52.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:0% / stil_2:4% / stil_3:40% / stil_4:56%,0,4,40,56,25,stil_4,
RICO PASHA,3. Koşu,6.68,1900,Kum,52.0,52.9,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:45% / stil_2:45% / stil_3:10% / stil_4:0%,45,45,10,0,20,stil_1,
NADUH,3. Koşu,6.91,1400,Kum,58.0,57.0,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:28% / stil_2:17% / stil_3:24% / stil_4:31%,28,17,24,31,29,stil_4,
AYBAR FIRTINASI,3. Koşu,7.78,2200,Çim,60.5,58.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/3/stiller,stil_1:27% / stil_2:36% / stil_3:27% / stil_4:9%,27,36,27,9,11,stil_2,
SHEEP STEALER,4. Koşu,6.04,2100,Sentetik,55.0,58.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/4/stiller,stil_1:0% / stil_2:36% / stil_3:45% / stil_4:18%,0,36,45,18,11,stil_3,
MISS CONQUEROR,4. Koşu,6.16,1800,Kum,58.2,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/4/stiller,stil_1:27% / stil_2:27% / stil_3:20% / stil_4:27%,27,27,20,27,15,stil_1,
AZP STAR,4. Koşu,6.32,1200,Çim,58.0,58.0,Adana,ok,https://yenibeygir.com/24-04-2026/bursa/4/stiller,stil_1:12% / stil_2:29% / stil_3:47% / stil_4:12%,12,29,47,12,17,stil_3,
BABA BATTAL,4. Koşu,6.44,1300,Çim,55.5,58.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/4/stiller,stil_1:14% / stil_2:21% / stil_3:57% / stil_4:7%,14,21,57,7,14,stil_3,
DERMANCAN,5. Koşu,7.24,1400,Sentetik,56.5,57.2,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:41% / stil_2:44% / stil_3:15% / stil_4:0%,41,44,15,0,27,stil_2,
LUNA,5. Koşu,7.24,1400,Sentetik,55.8,54.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:0% / stil_2:20% / stil_3:40% / stil_4:40%,0,20,40,40,15,stil_3,
KIZIL KUYRUK,5. Koşu,7.26,1900,Kum,54.0,54.1,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:0% / stil_2:57% / stil_3:43% / stil_4:0%,0,57,43,0,7,stil_2,
İZ ENDER,5. Koşu,7.28,1400,Kum,53.0,52.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:50% / stil_2:38% / stil_3:12% / stil_4:0%,50,38,12,0,8,stil_1,
GAZNE EFESİ,5. Koşu,7.29,1400,Kum,52.9,56.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:50% / stil_2:33% / stil_3:17% / stil_4:0%,50,33,17,0,12,stil_1,
TATARUŞAĞI,5. Koşu,7.33,2000,Kum,58.5,61.0,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:12% / stil_2:62% / stil_3:27% / stil_4:0%,12,62,27,0,26,stil_2,
ÇUBUKLU,5. Koşu,7.34,2100,Sentetik,56.3,58.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:73% / stil_2:27% / stil_3:0% / stil_4:0%,73,27,0,0,11,stil_1,
DEĞERBİLİR,5. Koşu,7.36,1400,Kum,56.7,55.9,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:0% / stil_2:19% / stil_3:56% / stil_4:25%,0,19,56,25,16,stil_3,
AVANOS EFESİ,5. Koşu,7.37,1700,Çim,56.5,57.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:25% / stil_2:25% / stil_3:50% / stil_4:0%,25,25,50,0,8,stil_3,
SARI ÖMER,5. Koşu,7.42,1400,Kum,54.0,58.0,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:0% / stil_2:14% / stil_3:71% / stil_4:14%,0,14,71,14,14,stil_3,
MOR BEYAZ,5. Koşu,7.60,1900,Kum,53.5,55.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:9% / stil_2:9% / stil_3:45% / stil_4:36%,9,9,45,36,11,stil_3,
KESTENOĞLU,5. Koşu,7.61,1400,Kum,56.0,57.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:43% / stil_2:43% / stil_3:14% / stil_4:0%,43,43,14,0,7,stil_1,
SANCARLI BEY,5. Koşu,7.85,1400,Kum,57.0,59.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:27% / stil_2:36% / stil_3:32% / stil_4:5%,27,36,32,5,22,stil_2,
ÜNSALBEYİM,5. Koşu,7.94,1600,Kum,56.4,56.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/5/stiller,stil_1:12% / stil_2:62% / stil_3:25% / stil_4:0%,12,62,25,0,8,stil_2,
LADY CLASSMAN,6. Koşu,5.98,1500,Sentetik,56.0,56.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:0% / stil_2:40% / stil_3:60% / stil_4:0%,0,40,60,0,5,stil_3,
LORD OF POWER,6. Koşu,6.01,1400,Kum,62.0,61.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:0% / stil_2:29% / stil_3:57% / stil_4:14%,0,29,57,14,7,stil_3,
SHAREHOLDER,6. Koşu,6.01,1500,Sentetik,61.0,60.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:17% / stil_2:50% / stil_3:25% / stil_4:8%,17,50,25,8,12,stil_2,
HEVSEL,6. Koşu,6.03,1200,Kum,57.1,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:50% / stil_2:50% / stil_3:0% / stil_4:0%,50,50,0,0,2,stil_1,
GOLDEN SAIL,6. Koşu,6.06,1300,Kum,55.9,57.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:100% / stil_2:0% / stil_3:0% / stil_4:0%,100,0,0,0,1,stil_1,
MY HAZEL EYES,6. Koşu,6.10,1900,Kum,58.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:0% / stil_2:60% / stil_3:40% / stil_4:0%,0,60,40,0,5,stil_2,
BREAD MONEY,6. Koşu,6.11,1400,Kum,58.0,58.3,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:25% / stil_2:25% / stil_3:50% / stil_4:0%,25,25,50,0,4,stil_3,
MISS HARD,6. Koşu,6.12,1400,Kum,56.6,56.7,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:60% / stil_2:40% / stil_3:0% / stil_4:0%,60,40,0,0,5,stil_1,
PUSAT YİĞİDİ,6. Koşu,6.15,1200,Kum,58.3,57.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:40% / stil_2:20% / stil_3:20% / stil_4:20%,40,20,20,20,5,stil_1,
CALIFORNIA FIRE,6. Koşu,6.16,1900,Kum,58.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:22% / stil_2:22% / stil_3:33% / stil_4:22%,22,22,33,22,9,stil_3,
PARSİS,6. Koşu,6.19,1200,Kum,55.6,54.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:0% / stil_2:0% / stil_3:75% / stil_4:25%,0,0,75,25,4,stil_3,
SEVEN SKY ALMİLA,6. Koşu,6.21,2000,Sentetik,56.5,51.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:50% / stil_2:50% / stil_3:0% / stil_4:0%,50,50,0,0,4,stil_1,
RISING PEARL,6. Koşu,6.32,1400,Kum,56.2,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:67% / stil_2:0% / stil_3:33% / stil_4:0%,67,0,33,0,3,stil_1,
ACOUSTIC SONG,6. Koşu,6.48,1400,Kum,56.4,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:100% / stil_2:0% / stil_3:0% / stil_4:0%,100,0,0,0,1,stil_1,
MERVE BAŞKAN,6. Koşu,6.56,1300,Kum,54.0,54.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/6/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,5,stil_3,
BALATÜRK,7. Koşu,6.92,1400,Kum,55.5,58.2,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:0% / stil_2:12% / stil_3:65% / stil_4:24%,0,12,65,24,17,stil_3,
ÇUKUROVA EFESİ,7. Koşu,6.95,1400,Sentetik,58.0,58.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,8,stil_3,
NEFESİMOL,7. Koşu,6.96,1400,Kum,54.0,52.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:16% / stil_2:53% / stil_3:32% / stil_4:0%,16,53,32,0,19,stil_2,
THORADA,7. Koşu,7.05,1400,Kum,57.0,54.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:33% / stil_2:11% / stil_3:56% / stil_4:0%,33,11,56,0,9,stil_3,
TINASINOĞLU,7. Koşu,7.06,1400,Kum,56.8,56.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:0% / stil_2:29% / stil_3:57% / stil_4:14%,0,29,57,14,7,stil_3,
ESMERDAĞ,7. Koşu,7.10,1400,Kum,61.5,52.4,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:10% / stil_2:40% / stil_3:48% / stil_4:2%,10,40,48,2,42,stil_3,
KOVAN,7. Koşu,7.10,1400,Kum,56.5,53.2,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:7% / stil_2:47% / stil_3:47% / stil_4:0%,7,47,47,0,15,stil_2,
KING GÖKÇE,7. Koşu,7.15,1900,Kum,58.5,50.9,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:25% / stil_2:38% / stil_3:38% / stil_4:0%,25,38,38,0,24,stil_2,
BERANÇE,7. Koşu,7.15,1300,Sentetik,55.5,55.5,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:44% / stil_2:31% / stil_3:25% / stil_4:0%,44,31,25,0,16,stil_1,
KİM TUTAR SENİ,7. Koşu,7.15,1400,Kum,55.5,52.0,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:15% / stil_2:8% / stil_3:50% / stil_4:27%,15,8,50,27,26,stil_3,
JINIRAL,7. Koşu,7.17,1400,Kum,53.8,50.6,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:12% / stil_2:12% / stil_3:71% / stil_4:6%,12,12,71,6,17,stil_3,
ADALOF,7. Koşu,7.32,1400,Kum,54.0,56.8,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:15% / stil_2:8% / stil_3:77% / stil_4:0%,15,8,77,0,13,stil_3,
İLCİN HATUN,7. Koşu,7.49,1400,Kum,57.5,53.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:8% / stil_2:24% / stil_3:48% / stil_4:20%,8,24,48,20,25,stil_3,
MADEİRA,7. Koşu,7.87,2000,Kum,58.2,57.0,Kocaeli,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:36% / stil_2:36% / stil_3:27% / stil_4:0%,36,36,27,0,22,stil_1,
DİLÇAĞ,7. Koşu,8.17,1400,Kum,60.0,56.7,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:10% / stil_2:14% / stil_3:60% / stil_4:16%,10,14,60,16,50,stil_3,
ZENG,7. Koşu,8.59,1200,Kum,53.5,57.0,Elazığ,ok,https://yenibeygir.com/24-04-2026/bursa/7/stiller,stil_1:0% / stil_2:0% / stil_3:50% / stil_4:50%,0,0,50,50,2,stil_3,
CHOSEN ONE,8. Koşu,6.03,2000,Sentetik,60.5,56.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:0% / stil_2:20% / stil_3:0% / stil_4:80%,0,20,0,80,5,stil_4,
BLACKFYRE,8. Koşu,6.11,2000,Sentetik,57.0,54.5,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:0% / stil_2:33% / stil_3:67% / stil_4:0%,0,33,67,0,6,stil_3,
YOU AND ME,8. Koşu,6.13,2100,Sentetik,55.0,56.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:25% / stil_2:25% / stil_3:38% / stil_4:12%,25,25,38,12,8,stil_3,
PRANDELLO,8. Koşu,6.15,1900,Kum,53.5,61.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:9% / stil_2:45% / stil_3:45% / stil_4:0%,9,45,45,0,11,stil_2,
SKY CRUISE,8. Koşu,6.19,1300,Çim,57.2,56.1,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:0% / stil_2:64% / stil_3:36% / stil_4:0%,0,64,36,0,11,stil_2,
SHADOW MASTER,8. Koşu,6.24,1400,Sentetik,56.5,58.0,Antalya,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:0% / stil_2:33% / stil_3:67% / stil_4:0%,0,33,67,0,3,stil_3,
KINGS OF COUNTRIES,8. Koşu,6.26,2100,Çim,52.6,55.5,Adana,ok,https://yenibeygir.com/24-04-2026/bursa/8/stiller,stil_1:25% / stil_2:25% / stil_3:50% / stil_4:0%,25,25,50,0,4,stil_3,
DEMİRKARDEŞLER,9. Koşu,6.75,1400,Kum,59.5,59.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:6% / stil_2:11% / stil_3:58% / stil_4:25%,6,11,58,25,36,stil_3,
IŞINBİKE,9. Koşu,6.79,1300,Kum,57.7,60.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:2% / stil_2:12% / stil_3:77% / stil_4:9%,2,12,77,9,56,stil_3,
ŞEKER HALHAL,9. Koşu,6.80,1400,Kum,54.5,56.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:5% / stil_2:23% / stil_3:41% / stil_4:32%,5,23,41,32,22,stil_3,
HIZLI ÇOCUK,9. Koşu,6.81,1400,Kum,59.5,57.0,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:17% / stil_2:23% / stil_3:57% / stil_4:3%,17,23,57,3,30,stil_3,
CANOĞLUCAN,9. Koşu,6.81,1200,Kum,59.5,57.5,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:5% / stil_2:30% / stil_3:56% / stil_4:9%,5,30,56,9,64,stil_3,
O BİR ÇELİK,9. Koşu,6.83,2000,Sentetik,56.5,59.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:14% / stil_2:7% / stil_3:40% / stil_4:40%,14,7,40,40,43,stil_3,
GÖRKEMLİDAĞ,9. Koşu,6.83,1200,Çim,56.8,58.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:5% / stil_2:10% / stil_3:25% / stil_4:60%,5,10,25,60,20,stil_4,
İLAYTAY,9. Koşu,6.96,1400,Kum,56.5,56.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:0% / stil_2:10% / stil_3:15% / stil_4:75%,0,10,15,75,20,stil_4,
ZAGROS ASLANI,9. Koşu,6.97,2000,Sentetik,56.5,58.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:8% / stil_2:42% / stil_3:46% / stil_4:4%,8,42,46,4,26,stil_3,
AYDINEFESİ,9. Koşu,7.02,1400,Kum,56.5,61.0,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:11% / stil_2:11% / stil_3:58% / stil_4:20%,11,11,58,20,65,stil_3,
DADY,9. Koşu,7.25,1400,Kum,52.5,54.0,Adana,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:13% / stil_2:54% / stil_3:31% / stil_4:1%,13,54,31,1,68,stil_2,
ŞİMŞEK KARTALI,9. Koşu,8.42,1200,Kum,52.5,58.0,Elazığ,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,3,stil_3,
FIRTINA SALİH,9. Koşu,9.92,1300,Kum,52.1,56.3,Şanlıurfa,ok,https://yenibeygir.com/24-04-2026/bursa/9/stiller,stil_1:46% / stil_2:38% / stil_3:8% / stil_4:8%,46,38,8,8,13,stil_1,
MY LIFE FIRE,10. Koşu,5.97,1400,Kum,58.1,55.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:40% / stil_2:20% / stil_3:20% / stil_4:20%,40,20,20,20,5,stil_1,
JULYUS,10. Koşu,6.11,1400,Kum,54.2,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:25% / stil_2:50% / stil_3:25% / stil_4:0%,25,50,25,0,4,stil_2,
ERİKDALI,10. Koşu,6.12,1400,Kum,60.0,52.8,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:45% / stil_2:35% / stil_3:20% / stil_4:0%,45,35,20,0,20,stil_1,
MR FIX,10. Koşu,6.14,1900,Kum,60.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:14% / stil_2:29% / stil_3:57% / stil_4:0%,14,29,57,0,7,stil_3,
BEST AND FAST,10. Koşu,6.16,1300,Kum,56.7,56.1,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:75% / stil_2:25% / stil_3:0% / stil_4:0%,75,25,0,0,4,stil_1,
YAĞIZ BİKE,10. Koşu,6.17,2000,Kum,56.0,53.5,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:40% / stil_2:60% / stil_3:0% / stil_4:0%,40,60,0,0,5,stil_2,
REBEL MOON,10. Koşu,6.23,1900,Kum,58.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:50% / stil_2:12% / stil_3:38% / stil_4:0%,50,12,38,0,8,stil_1,
VASILISA,10. Koşu,6.29,1200,Kum,55.6,58.0,Adana,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,3,stil_3,
GIPSY THUNDER,10. Koşu,6.31,1400,Sentetik,56.0,56.0,İstanbul,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:0% / stil_2:50% / stil_3:0% / stil_4:50%,0,50,0,50,2,stil_2,
MY STAR GIRL,10. Koşu,6.38,1300,Kum,55.0,56.7,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:0% / stil_2:100% / stil_3:0% / stil_4:0%,0,100,0,0,1,stil_2,
YÜKSELCANDIR,10. Koşu,6.38,1400,Kum,56.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:0% / stil_2:100% / stil_3:0% / stil_4:0%,0,100,0,0,1,stil_2,
ROYAL BENGAL TIGER,10. Koşu,6.44,1900,Kum,56.5,52.0,İzmir,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:43% / stil_2:29% / stil_3:14% / stil_4:14%,43,29,14,14,7,stil_1,
KHAN OF THE FOREST,10. Koşu,6.46,1300,Kum,54.0,58.0,Bursa,ok,https://yenibeygir.com/24-04-2026/bursa/10/stiller,stil_1:0% / stil_2:0% / stil_3:100% / stil_4:0%,0,0,100,0,2,stil_3,
