horse_age,horse_weight,handicap_weight,total_weight,start_position,race_distance,career_total_races,career_avg_finish,career_avg_time,last_race_days_ago,last_1_avg_finish,last_1_best_finish,last_1_worst_finish,last_1_std_finish,last_1_avg_time,last_1_std_time,last_1_win_rate,last_1_top3_rate,last_3_avg_finish,last_3_best_finish,last_3_worst_finish,last_3_std_finish,last_3_avg_time,last_3_std_time,last_3_win_rate,last_3_top3_rate,last_5_avg_finish,last_5_best_finish,last_5_worst_finish,last_5_std_finish,last_5_avg_time,last_5_std_time,last_5_win_rate,last_5_top3_rate,last_10_avg_finish,last_10_best_finish,last_10_worst_finish,last_10_std_finish,last_10_avg_time,last_10_std_time,last_10_win_rate,last_10_top3_rate,performance_trend,track_type_races,track_type_avg_time,distance_races,distance_avg_finish,distance_avg_time,city_races,city_avg_finish,total_track_experience,distance_variety,form_length,form_avg,form_best,form_worst,form_consistency,recent_form_trend,ganyan,agf,kgs,ganyan_log,is_favorite,jockey_id,trainer_id,owner_id,father_id,mother_id,races_last_30_days,races_last_60_days,races_last_90_days,race_id,race_date,race_city,race_track_type,horse_id,horse_name
7,50,23,73,11,1200,3,14.0,124.12,1832,11.0,11,11,0,143.53,0,0.0,0.0,14.0,11,18,2.943920288775949,124.11500000000001,19.415,0.0,0.0,14.0,11,18,2.943920288775949,124.11500000000001,19.415,0.0,0.0,14.0,11,18,2.943920288775949,124.11500000000001,19.415,0.0,0.0,0.0,3,124.12,1,18.0,,3,14.0,3,3,7,5.166666666666667,0,9,3.387066905483596,8,999.0,1.0,10,0.0,0,2881,2487,14157,264,15808,0,0,0,182372,2021-01-14,Urfa,Kum,61438,EL FUEGO
4,55,47,102,13,1200,35,6.89,129.06,1070,11.0,11,11,0,102.15,0,0.0,0.0,6.0,2,11,3.7416573867739413,136.59666666666666,25.085880933748808,0.0,0.3333333333333333,5.6,1,11,3.878143885933063,136.04399999999998,19.908417918056667,0.2,0.4,6.4,1,15,4.2708313008125245,136.39600000000002,24.91509951816367,0.1,0.3,-2.0,35,129.06,8,8.62,94.02,25,6.8,35,8,6,3.1666666666666665,1,6,1.9507833184532708,1,6.1,0.0,40,1.9600947840472698,0,1082,2419,11477,10083,22408,0,0,0,182373,2021-01-14,Urfa,Kum,77764,AKTAŞ HAT
4,52,39,91,1,1200,17,8.35,117.53,1541,9.0,9,9,0,147.0,0,0.0,0.0,13.333333333333334,9,16,3.0912061651652345,114.01666666666667,24.01187530276541,0.0,0.0,11.4,5,16,4.029888335921977,115.074,27.212079376629788,0.0,0.0,10.5,1,16,4.410215414239989,117.03299999999999,24.519196173610585,0.1,0.1,-4.333333333333334,17,117.53,5,8.4,91.44,15,7.4,17,7,6,4.166666666666667,1,7,2.266911751455907,1,15.5,0.0,26,2.803360380906535,0,2254,2733,3672,25651,11989,0,0,0,182373,2021-01-14,Urfa,Kum,85568,HAYDAR EFE
4,55,55,110,8,1200,96,4.38,107.25,6,15.0,15,15,0,0.0,0,0.0,0.0,7.333333333333333,3,15,5.436502143433364,115.44,18.46,0.0,0.3333333333333333,7.4,3,15,4.498888751680798,130.4575,19.971873190815124,0.0,0.2,5.2,1,15,4.044749683231338,119.8711111111111,22.377737669609868,0.2,0.3,-0.6666666666666661,92,107.85,25,3.44,86.17,28,5.07,96,10,6,1.5,0,2,0.7637626158259734,2,13.3,0.0,16,2.6602595372658615,0,1459,2493,6609,17028,25168,2,4,4,182373,2021-01-14,Urfa,Kum,91459,HEDBE
4,55,63,118,6,1200,47,5.7,113.6,673,2.0,2,2,0,85.07,0,0.0,1.0,2.3333333333333335,2,3,0.4714045207910317,92.13333333333333,5.692511650307705,0.0,1.0,4.4,2,8,2.5768197453450252,93.614,8.625350079851835,0.0,0.6,6.4,2,14,4.079215610874228,103.73899999999999,16.563370701641617,0.0,0.4,3.9999999999999996,47,113.6,14,5.64,88.15,33,6.36,47,9,6,3.5,1,5,1.5,-1,2.2,0.0,25,1.1631508098056809,1,540,2547,7670,15476,26654,0,0,0,182373,2021-01-14,Urfa,Kum,77560,HEDEFİGÖR
4,56,41,97,12,1200,70,6.84,116.67,883,10.0,10,10,0,0.0,0,0.0,0.0,7.333333333333333,5,10,2.0548046676563256,142.985,9.015,0.0,0.0,6.2,1,10,3.059411708155671,142.465,6.401533019519621,0.2,0.2,6.7,1,11,3.318132004607412,131.73444444444445,20.636959891908667,0.1,0.2,-2.666666666666666,46,121.64,14,6.29,89.77,35,6.89,70,10,6,4.166666666666667,1,9,3.435921354681384,-1,14.75,0.0,26,2.7568403652716422,0,426,1581,781,28456,28873,0,0,0,182373,2021-01-14,Urfa,Kum,77695,MEMOCANDIR
4,55,46,101,15,1200,37,5.68,101.22,1096,6.0,6,6,0,162.91,0,0.0,0.0,8.333333333333334,6,11,2.0548046676563256,128.09,25.51340040057381,0.0,0.0,9.8,6,12,2.4,130.07999999999998,21.524928803598865,0.0,0.0,7.5,1,13,4.224926034855522,114.51000000000002,21.963359943323788,0.2,0.2,4.0,31,102.22,11,4.55,85.36,8,5.0,37,7,6,3.1666666666666665,1,5,1.6749792701868151,-3,15.7,0.0,29,2.8154087194227095,0,1276,1581,1985,15563,16001,0,0,0,182373,2021-01-14,Urfa,Kum,77563,SİVEREK HAN
4,55,57,112,5,1200,50,6.54,141.43,1128,11.0,11,11,0,143.8,0,0.0,0.0,8.0,5,11,2.449489742783178,147.92666666666668,13.043438537781707,0.0,0.0,7.2,1,11,3.815756805667783,147.42199999999997,13.648115474306334,0.2,0.2,7.2,1,13,3.8418745424597094,143.427,19.305099352243698,0.2,0.2,-3.666666666666667,50,141.43,3,8.33,90.39,14,9.07,50,8,6,2.6666666666666665,0,6,2.4267032964268394,1,5.7,0.0,33,1.9021075263969205,0,2378,2493,9689,14949,25857,0,0,0,182373,2021-01-14,Urfa,Kum,76225,UZUNYOL
4,52,53,105,14,1200,37,6.05,107.33,1218,8.0,8,8,0,141.67,0,0.0,0.0,8.666666666666666,8,10,0.9428090415820634,100.56666666666666,29.071512210791887,0.0,0.0,6.8,4,10,2.4000000000000004,102.146,25.548699066684385,0.0,0.0,5.4,1,10,2.6907248094147422,104.428,23.644304937976077,0.1,0.3,-3.666666666666666,8,111.08,11,7.0,84.02,5,7.8,37,10,6,3.8333333333333335,1,7,2.034425935955617,2,17.2,0.0,15,2.9014215940827497,0,2716,2483,5578,20213,25184,0,0,0,182373,2021-01-14,Urfa,Kum,76876,YAMAÇBEYİ
4,55,47,102,4,1200,23,6.3,103.37,1549,5.0,5,5,0,85.63,0,0.0,0.0,2.6666666666666665,1,5,1.699673171197595,95.32,18.544416949583503,0.3333333333333333,0.6666666666666666,3.4,1,8,2.727636339397171,95.246,15.686489218432529,0.4,0.6,4.6,1,9,3.0724582991474434,105.58099999999999,23.704814468795156,0.2,0.5,1.0,7,106.35,5,8.4,89.5,4,11.0,23,6,6,5.0,3,9,2.23606797749979,-3,10.4,0.0,19,2.4336133554004498,0,267,2735,10860,26231,28736,0,0,0,182373,2021-01-14,Urfa,Kum,92374,ÇAKIRSULTAN
4,55,46,101,11,1200,61,6.13,111.33,532,8.0,8,8,0,0.0,0,0.0,0.0,8.0,7,9,0.816496580927726,101.455,7.515000000000001,0.0,0.0,6.6,2,9,2.4166091947189146,101.2075,8.079533943860872,0.0,0.2,6.2,2,11,2.9257477676655586,116.94250000000001,21.532737720735838,0.0,0.3,-2.333333333333333,29,110.1,2,12.5,92.16,3,14.33,61,8,6,4.5,1,8,2.217355782608345,-2,28.45,0.0,16,3.3826939100975957,0,1076,2483,5320,22316,9259,0,0,0,182373,2021-01-14,Urfa,Kum,92479,KAÇER KIZI
4,54,30,84,7,1200,8,11.88,101.48,1725,16.0,16,16,0,0.0,0,0.0,0.0,12.666666666666666,6,16,4.714045207910316,99.145,19.314999999999998,0.0,0.0,13.0,6,16,3.794733192202055,103.13999999999999,16.752100365824777,0.0,0.0,11.875,6,16,3.4437443284889775,101.48166666666668,14.817463139447616,0.0,0.0,-1.0,5,105.81,3,8.33,87.53,4,12.5,8,4,5,3.25,0,8,3.112474899497183,1,27.85,0.0,10,3.3621099929541085,0,2324,1614,15395,20213,16025,0,0,0,182373,2021-01-14,Urfa,Kum,76205,DERDO
4,53,30,83,10,1200,65,6.45,127.11,794,8.0,8,8,0,108.33,0,0.0,0.0,4.0,1,8,2.943920288775949,139.50333333333333,24.71133253298081,0.3333333333333333,0.6666666666666666,4.4,1,8,2.33238075793812,131.618,28.76419051529176,0.2,0.4,5.7,1,9,2.4515301344262523,128.294,29.121221196920985,0.1,0.2,1.0,64,127.72,14,6.36,91.38,22,8.64,65,9,6,6.333333333333333,1,9,2.8087165910587863,-5,85.1,0.0,96,4.455509411433685,0,2333,2468,6968,14949,11656,0,0,0,182373,2021-01-14,Urfa,Kum,77646,ATİKKIRAN
4,51,27,78,2,1200,13,7.46,115.45,1722,7.0,7,7,0,129.66,0,0.0,0.0,7.666666666666667,6,10,1.699673171197595,131.03666666666666,7.756804897779902,0.0,0.0,8.4,6,11,1.8547236990991407,124.63999999999999,20.11778616050981,0.0,0.0,6.9,1,11,2.7,117.80900000000001,22.11494763728823,0.1,0.1,-1.0,6,110.88,2,8.0,92.53,3,9.33,13,6,6,2.8,0,9,3.3105890714493698,-9,2.2,0.0,10,1.1631508098056809,1,2713,2716,7670,26231,17114,0,0,0,182373,2021-01-14,Urfa,Kum,76683,OĞLUM MİRHAT
4,52,0,52,9,1200,81,5.52,100.17,408,3.0,3,3,0,85.09,0,0.0,1.0,6.666666666666667,3,9,2.6246692913372702,96.86666666666667,8.952393844975518,0.0,0.3333333333333333,5.8,3,9,2.3151673805580453,96.346,7.337401719955095,0.0,0.2,5.2,1,9,2.891366458960192,101.40599999999999,16.298254630481143,0.1,0.4,-1.0,67,101.1,28,5.36,88.95,35,5.71,81,7,2,2.5,0,5,2.5,0,34.15,0.0,19,3.5596246182566738,0,2717,2718,8889,15476,9926,0,0,0,182373,2021-01-14,Urfa,Kum,84747,DAĞ AVCISI
4,53,0,53,3,1200,2,14.0,111.16,1839,13.0,13,13,0,118.8,0,0.0,0.0,14.0,13,15,1.0,111.16499999999999,7.634999999999998,0.0,0.0,14.0,13,15,1.0,111.16499999999999,7.634999999999998,0.0,0.0,14.0,13,15,1.0,111.16499999999999,7.634999999999998,0.0,0.0,0.0,2,111.16,1,15.0,103.53,2,14.0,2,2,1,0.0,0,0,0.0,0,148.6,0.0,61,5.007965065540377,0,2711,2564,2467,16780,28098,0,0,0,182373,2021-01-14,Urfa,Kum,76455,NİLVADİSİ
4,60,39,99,13,1400,15,7.6,97.4,1161,4.0,4,4,0,100.92,0,0.0,0.0,4.333333333333333,2,7,2.0548046676563256,89.17666666666668,8.580032374971296,0.0,0.3333333333333333,4.8,1,10,3.3105890714493698,94.882,11.574203039518533,0.2,0.4,9.2,1,17,5.30659966456864,93.71375,11.980262870133528,0.1,0.2,3.666666666666667,3,106.87,4,3.5,99.99,2,5.0,15,6,5,3.6,0,8,2.870540018881465,-7,11.8,8.0,18,2.5494451709255714,0,540,2393,5358,15476,17156,0,0,0,182374,2021-01-14,Urfa,Kum,77645,ÖZMERİÇ KIZI
4,59,37,96,3,1400,29,7.03,128.14,1478,7.0,7,7,0,153.01,0,0.0,0.0,9.666666666666666,7,14,3.0912061651652345,134.345,18.664999999999992,0.0,0.0,8.8,7,14,2.6381811916545836,145.0675,19.421883759048704,0.0,0.0,8.3,6,14,2.282542442102666,140.14333333333332,17.91923299449815,0.0,0.0,-2.666666666666666,27,127.49,4,7.75,110.57,13,6.54,29,9,6,6.0,1,9,3.265986323710904,-2,17.5,4.0,29,2.917770732084279,0,1087,2468,8625,10083,22270,0,0,0,182374,2021-01-14,Urfa,Kum,77427,DİLANCAN
4,56,37,93,10,1400,13,8.62,121.11,1570,8.0,8,8,0,92.61,0,0.0,0.0,7.333333333333333,3,11,3.2998316455372216,114.70666666666666,30.118136654772574,0.0,0.3333333333333333,10.2,3,18,4.874423042781577,122.89,29.68547540464865,0.0,0.2,8.9,3,18,3.961060464067672,127.47333333333333,25.896981377072585,0.0,0.1,5.333333333333333,13,121.11,2,5.5,107.9,9,9.0,13,6,6,1.3333333333333333,0,3,1.1055415967851334,3,14.6,6.0,16,2.747270914255491,0,2711,2720,5748,15476,20328,0,0,0,182374,2021-01-14,Urfa,Kum,77148,DİYAPİRİM
4,59,37,96,14,1400,6,10.5,132.82,1693,15.0,15,15,0,148.14,0,0.0,0.0,10.0,5,15,4.08248290463863,156.8033333333333,8.049266357183676,0.0,0.0,9.8,5,15,3.3105890714493698,135.342,27.24275345848874,0.0,0.0,10.5,5,15,3.4034296427770228,132.81666666666666,25.502148057674585,0.0,0.0,1.0,6,132.82,2,11.0,114.45,2,11.0,6,5,6,3.5,0,8,2.9860788111948193,7,2.1,43.0,15,1.1314021114911006,1,267,1600,7806,26235,22937,0,0,0,182374,2021-01-14,Urfa,Kum,85323,KIZILŞAFAK
4,0,36,36,4,1400,18,7.17,125.3,1542,6.0,6,6,0,164.69,0,0.0,0.0,9.0,6,11,2.160246899469287,118.46999999999998,32.71550396983057,0.0,0.0,7.6,5,11,2.4166091947189146,129.796,29.73093244417335,0.0,0.0,6.7,2,11,2.570992026436488,132.54800000000003,28.083626831305104,0.0,0.1,-2.666666666666667,18,125.3,2,7.5,109.29,3,8.0,18,6,6,3.5,0,7,2.4324199198877374,-4,11.55,6.0,36,2.529720665577793,0,2717,2722,265,9880,24661,0,0,0,182374,2021-01-14,Urfa,Kum,77857,ŞAHANEKIZIM
4,0,32,32,16,1400,14,7.64,137.49,1423,12.0,12,12,0,0.0,0,0.0,0.0,10.333333333333334,8,12,1.699673171197595,142.06,0.0,0.0,0.0,10.4,8,13,2.0591260281974,147.98666666666665,10.96516099086355,0.0,0.0,6.9,1,13,4.158124577258358,143.54857142857142,10.153564368622243,0.1,0.4,-0.6666666666666679,14,137.49,3,11.33,111.06,11,6.91,14,5,7,5.5,3,9,2.217355782608345,-5,7.5,7.0,7,2.1400661634962708,0,1076,2366,7670,15476,12270,0,0,0,182374,2021-01-14,Urfa,Kum,78694,DANEDANE
4,57,33,90,1,1400,30,6.93,114.12,1353,7.0,7,7,0,117.48,0,0.0,0.0,7.666666666666667,6,10,1.699673171197595,98.97666666666667,13.32255314203033,0.0,0.0,6.2,2,10,2.5612496949731396,112.454,19.896030357837713,0.0,0.2,4.7,1,10,3.1,113.149,19.28604181785365,0.3,0.4,-4.666666666666667,28,114.67,7,8.29,109.54,10,9.5,30,8,6,3.6666666666666665,0,8,3.39934634239519,0,7.5,1.0,23,2.1400661634962708,0,1342,2366,7670,15476,22921,0,0,0,182374,2021-01-14,Urfa,Kum,78730,ENGEREK
4,0,32,32,8,1400,7,11.0,109.55,1443,11.0,11,11,0,99.17,0,0.0,0.0,13.666666666666666,11,16,2.0548046676563256,120.10000000000001,31.838386684420218,0.0,0.0,12.4,10,16,2.244994432064365,111.93200000000002,27.706046560272725,0.0,0.0,11.0,7,16,2.9277002188455996,109.5542857142857,23.88947936832856,0.0,0.0,-4.0,7,109.55,2,9.0,110.42,7,11.0,7,4,6,5.166666666666667,2,9,2.544056253745625,1,28.4,2.0,26,3.380994674344636,0,2333,2717,7351,29025,21954,0,0,0,182374,2021-01-14,Urfa,Kum,85589,HİLVAN CEYLANI
4,0,32,32,2,1400,5,8.8,119.79,1749,7.0,7,7,0,92.56,0,0.0,0.0,10.0,7,13,2.449489742783178,125.57666666666667,41.95583577472335,0.0,0.0,8.8,5,13,2.7129319932501073,119.79,33.32301186867718,0.0,0.0,8.8,5,13,2.7129319932501073,119.79,33.32301186867718,0.0,0.0,0.0,5,119.79,1,5.0,107.94,3,9.33,5,5,7,6.0,2,9,2.309401076758503,-7,18.8,3.0,9,2.9856819377004897,0,1459,2722,10306,28906,22793,0,0,0,182374,2021-01-14,Urfa,Kum,85364,HORIKCAN
4,0,28,28,6,1400,8,9.12,124.02,1693,10.0,10,10,0,132.65,0,0.0,0.0,12.0,10,13,1.4142135623730951,128.50666666666666,30.60811039940594,0.0,0.0,10.2,6,13,2.6381811916545836,127.56800000000001,27.289945694339515,0.0,0.0,9.125,6,13,2.7585095613392387,124.02,23.17751119080735,0.0,0.0,-5.0,8,124.02,3,8.33,108.23,6,9.5,8,6,7,2.6666666666666665,0,9,3.815174380753199,9,39.05,1.0,7,3.6901286735143684,0,2696,2487,3430,24857,20299,0,0,0,182374,2021-01-14,Urfa,Kum,92018,DİZDARGÜLÜ
4,54,31,85,7,1400,25,8.36,108.89,1308,13.0,13,13,0,0.0,0,0.0,0.0,12.666666666666666,10,15,2.0548046676563256,100.63,1.7800000000000011,0.0,0.0,12.2,10,15,1.7204650534085253,102.69,3.2556822121740763,0.0,0.0,10.4,4,15,3.352610922848042,106.1225,12.135376745284834,0.0,0.0,-2.333333333333332,25,108.89,3,11.67,112.24,3,14.0,25,7,7,0.5,0,2,0.7637626158259734,1,25.25,2.0,7,3.2676659890376327,0,2693,2722,518,9910,16048,0,0,0,182374,2021-01-14,Urfa,Kum,84784,SUZANİ
4,0,30,30,15,1400,5,7.8,122.77,1808,9.0,9,9,0,152.66,0,0.0,0.0,9.666666666666666,7,13,2.494438257849294,130.65333333333334,20.46025306675251,0.0,0.0,7.8,2,13,3.54400902933387,122.76799999999999,18.576766564717335,0.0,0.2,7.8,2,13,3.54400902933387,122.76799999999999,18.576766564717335,0.0,0.2,0.0,5,122.77,2,5.0,110.94,4,7.5,5,4,7,4.5,0,9,3.593976442141304,-2,8.3,8.0,10,2.2300144001592104,0,1082,2493,13973,17029,13768,0,0,0,182374,2021-01-14,Urfa,Kum,85955,GÜN GELİR
4,0,30,30,9,1400,1,15.0,121.05,1846,15.0,15,15,0,121.05,0,0.0,0.0,15.0,15,15,0.0,121.05,0.0,0.0,0.0,15.0,15,15,0.0,121.05,0.0,0.0,0.0,15.0,15,15,0.0,121.05,0.0,0.0,0.0,0.0,1,121.05,1,15.0,121.05,1,15.0,1,1,6,2.8333333333333335,0,8,2.5440562537456244,1,29.95,1.0,54,3.432372999130605,0,1025,2547,11674,13009,16732,0,0,0,182374,2021-01-14,Urfa,Kum,92150,ZENKA
4,55,29,84,11,1400,61,6.33,140.64,765,5.0,5,5,0,154.05,0,0.0,0.0,6.666666666666667,5,9,1.699673171197595,151.09,12.159498344915388,0.0,0.0,7.2,5,9,1.469693845669907,135.394,24.350516709096752,0.0,0.0,5.5,3,9,2.0615528128088303,135.397,18.88168268454907,0.0,0.2,-0.3333333333333339,61,140.64,3,6.33,109.41,16,8.38,61,9,6,3.3333333333333335,0,7,2.560381915956203,7,21.0,3.0,29,3.091042453358316,0,2378,2493,9689,14949,22686,0,0,0,182374,2021-01-14,Urfa,Kum,78054,ATİKBEY KIZI
4,0,26,26,5,1400,5,10.8,130.33,1693,12.0,12,12,0,135.11,0,0.0,0.0,10.666666666666666,5,15,4.189935029992178,141.75333333333333,9.501355458857196,0.0,0.0,10.8,5,15,3.249615361854384,130.326,15.859012075157773,0.0,0.0,10.8,5,15,3.249615361854384,130.326,15.859012075157773,0.0,0.0,0.0,5,130.33,2,11.0,113.19,2,11.0,5,3,7,3.0,0,7,2.8284271247461903,0,46.55,1.0,7,3.8617817889913995,0,2716,2493,3533,13634,28885,0,0,0,182374,2021-01-14,Urfa,Kum,76757,CANİLAYDA
4,54,27,81,12,1400,2,10.0,114.17,1846,13.0,13,13,0,119.18,0,0.0,0.0,10.0,7,13,3.0,114.165,5.015000000000001,0.0,0.0,10.0,7,13,3.0,114.165,5.015000000000001,0.0,0.0,10.0,7,13,3.0,114.165,5.015000000000001,0.0,0.0,0.0,2,114.17,2,10.0,114.17,2,10.0,2,1,7,4.833333333333333,1,7,1.950783318453271,-6,16.15,3.0,7,2.8419981736119486,0,2324,2564,2206,17028,21183,0,0,0,182374,2021-01-14,Urfa,Kum,77704,TUMBUL YETER
6,60,63,123,6,1900,95,5.85,148.8,321,6.0,6,6,0,162.58,0,0.0,0.0,9.666666666666666,6,12,2.6246692913372702,160.5566666666667,1.4323950417240243,0.0,0.0,8.8,4,12,3.1874754901018454,162.192,2.8134349112783785,0.0,0.0,7.2,4,12,2.891366458960192,161.18800000000002,4.515280279229628,0.0,0.0,-2.333333333333333,95,148.8,24,5.83,150.73,45,6.09,95,8,6,2.5,1,5,1.2583057392117916,1,7.3,13.0,29,2.1162555148025524,0,1154,442,13910,9880,22961,0,0,0,182375,2021-01-14,Urfa,Kum,78688,BUĞRAHAN
5,62,61,123,11,1900,13,8.08,136.65,1611,12.0,12,12,0,0.0,0,0.0,0.0,12.0,12,12,0.0,0.0,0.0,0.0,0.0,9.8,3,12,3.4871191548325386,130.64,0.0,0.0,0.2,8.9,1,16,4.592385001282013,138.514,27.979499352204282,0.1,0.2,-7.333333333333333,13,136.65,3,9.67,149.46,6,8.17,13,7,7,3.0,1,6,1.9148542155126762,-4,6.55,12.0,9,2.0215475632609334,0,1076,1600,9400,10083,20696,0,0,0,182375,2021-01-14,Urfa,Kum,85146,AĞAYUSUF
7,0,58,58,3,1900,36,5.67,145.06,1345,12.0,12,12,0,106.09,0,0.0,0.0,6.666666666666667,4,12,3.7712361663282534,138.62666666666667,23.02588446847494,0.0,0.0,6.6,4,12,3.0724582991474434,143.57,18.835584408241754,0.0,0.0,5.0,1,12,2.9664793948382653,139.526,22.561068769010035,0.1,0.2,-2.0,36,145.06,11,5.45,149.54,22,5.5,36,7,6,6.166666666666667,5,9,1.674979270186815,4,7.0,9.0,19,2.0794415416798357,0,2324,2564,3687,15476,17988,0,0,0,182375,2021-01-14,Urfa,Kum,61523,HACIVAT
7,60,57,117,7,1900,109,5.7,147.27,21,14.0,14,14,0,0.0,0,0.0,0.0,8.666666666666666,4,14,4.109609335312651,158.85500000000002,3.9150000000000063,0.0,0.0,7.0,4,14,3.794733192202055,141.3175,19.9189349301111,0.0,0.0,7.3,4,14,3.0675723300355937,146.515,16.658662161170085,0.0,0.0,-2.333333333333333,109,147.27,25,5.24,149.48,31,7.32,109,9,6,6.166666666666667,1,8,2.4094720491334933,-1,13.05,4.0,18,2.642622395779755,0,2378,2493,9689,9910,13898,1,1,4,182375,2021-01-14,Urfa,Kum,62291,REBER
6,56,53,109,9,1900,31,7.71,135.59,1359,14.0,14,14,0,154.33,0,0.0,0.0,10.333333333333334,8,14,2.6246692913372702,155.00666666666666,12.489318992198445,0.0,0.0,8.2,4,14,3.370459909270543,141.776,21.66714618956544,0.0,0.0,7.8,1,14,3.682390527904394,135.17666666666665,23.02126022228632,0.1,0.1,-5.000000000000001,29,136.52,6,7.83,153.38,9,9.67,31,10,6,2.1666666666666665,0,6,2.1147629234082532,5,6.8,9.0,18,2.0541237336955462,0,2254,2366,8253,18076,5497,0,0,0,182375,2021-01-14,Urfa,Kum,78306,BAĞRIYANIK
7,0,52,52,2,1900,29,6.76,133.93,1618,2.0,2,2,0,148.48,0,0.0,1.0,6.666666666666667,2,10,3.39934634239519,120.91000000000001,25.628360592645535,0.0,0.3333333333333333,7.0,2,10,2.8284271247461903,127.71399999999998,23.18902982015418,0.0,0.2,6.6,2,10,2.3748684174075834,134.8,21.84479480333931,0.0,0.1,0.6666666666666661,29,133.93,4,7.75,151.15,18,6.67,29,9,7,5.0,4,7,1.1547005383792515,1,14.1,6.0,7,2.714694743820879,0,1459,2467,15225,18665,15312,0,0,0,182375,2021-01-14,Urfa,Kum,62872,BREDELAL
10,58,53,111,1,1900,9,6.0,149.92,1750,4.0,4,4,0,152.88,0,0.0,0.0,7.666666666666667,4,13,3.8586123009300755,148.86,4.019999999999996,0.0,0.0,6.8,3,13,3.54400902933387,147.8325,7.712753642506672,0.0,0.2,6.0,1,13,4.189935029992179,149.92375,8.145982042547107,0.1111111111111111,0.4444444444444444,0.33333333333333304,8,150.65,1,3.0,146.77,5,8.0,9,4,7,3.1666666666666665,1,6,1.7716909687891083,-1,2.6,27.0,5,1.2809338454620642,1,267,2718,15537,1097,5391,0,0,0,182375,2021-01-14,Urfa,Kum,60299,TİBET
6,54,51,105,5,1900,45,6.64,147.79,1227,10.0,10,10,0,130.67,0,0.0,0.0,11.666666666666666,9,16,3.0912061651652345,149.42333333333332,13.292667987361392,0.0,0.0,9.4,3,16,4.127953488110059,156.88,15.870407682224176,0.0,0.2,8.5,2,16,4.318564576337836,150.8,21.153551002136734,0.0,0.2,-3.666666666666666,45,147.79,14,6.0,151.94,26,5.38,45,7,7,4.5,1,9,3.304037933599835,-7,9.2,7.0,7,2.322387720290225,0,2717,2487,3430,13009,9776,0,0,0,182375,2021-01-14,Urfa,Kum,70573,DİZDARMERT
8,53,47,100,10,1900,4,5.0,154.58,1821,4.0,4,4,0,162.47,0,0.0,0.0,5.333333333333333,4,6,0.9428090415820634,156.43000000000004,5.709103840942694,0.0,0.0,5.0,4,6,1.0,154.57750000000001,5.894121541841495,0.0,0.0,5.0,4,6,1.0,154.57750000000001,5.894121541841495,0.0,0.0,0.0,4,154.58,2,5.0,148.9,4,5.0,4,3,6,3.6666666666666665,1,8,2.1343747458109497,-2,10.95,8.0,16,2.4807312783775197,0,2693,2720,15955,9910,17109,0,0,0,182375,2021-01-14,Urfa,Kum,58188,OĞLUMEJDER
7,53,43,96,4,1900,8,8.5,126.95,1535,3.0,3,3,0,138.32,0,0.0,1.0,5.333333333333333,3,7,1.699673171197595,126.02999999999999,24.65262798702537,0.0,0.3333333333333333,7.2,3,10,2.6381811916545836,127.232,29.919927406329045,0.0,0.2,8.5,3,11,2.692582403567252,126.95000000000002,30.363795170282273,0.0,0.125,5.000000000000001,8,126.95,2,8.5,148.14,2,10.5,8,4,8,4.333333333333333,0,8,3.197221015541813,6,31.3,2.0,7,3.475067230228611,0,918,2751,7378,1095,14893,0,0,0,182375,2021-01-14,Urfa,Kum,62426,AKUSTİK
5,0,40,40,8,1900,46,5.72,143.78,953,10.0,10,10,0,135.61,0,0.0,0.0,5.0,1,10,3.7416573867739413,138.21666666666667,4.756254361948639,0.3333333333333333,0.3333333333333333,5.8,1,10,3.6000000000000005,138.67000000000002,5.436587164756946,0.2,0.2,4.3,1,10,3.163858403911275,143.231,9.663590895728145,0.3,0.4,1.333333333333333,45,144.28,17,6.88,149.93,25,5.84,46,6,6,3.3333333333333335,1,7,1.8856180831641267,2,999.0,3.0,16,0.0,0,2378,2487,1759,12285,22272,0,0,0,182375,2021-01-14,Urfa,Kum,84575,ÖZLATİKA
3,55,19,74,2,1700,2,10.0,107.25,1842,9.0,9,9,0,129.7,0,0.0,0.0,10.0,9,11,1.0,107.245,22.45499999999999,0.0,0.0,10.0,9,11,1.0,107.245,22.45499999999999,0.0,0.0,10.0,9,11,1.0,107.245,22.45499999999999,0.0,0.0,0.0,2,107.25,1,9.0,129.7,2,10.0,2,2,7,4.833333333333333,0,8,2.852873794770615,8,23.05,2.0,4,3.1801349965517702,0,2263,2468,1701,15983,12879,0,0,0,182420,2021-01-18,Urfa,Kum,91544,ARAS ARAS
3,58,25,83,6,1700,3,11.33,107.11,1832,12.0,12,12,0,103.8,0,0.0,0.0,11.333333333333334,11,12,0.4714045207910317,107.11333333333334,20.12467860336877,0.0,0.0,11.333333333333334,11,12,0.4714045207910317,107.11333333333334,20.12467860336877,0.0,0.0,11.333333333333334,11,12,0.4714045207910317,107.11333333333334,20.12467860336877,0.0,0.0,0.0,3,107.11,1,11.0,133.25,3,11.33,3,3,5,3.5,0,8,2.958039891549808,4,7.05,10.0,4,2.0856720914304723,0,540,1600,12044,15106,25944,0,0,0,182420,2021-01-18,Urfa,Kum,81902,BENBAT
