At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
,1. Koşu,,,,,,,,,,,,,,,,,
DORUKLAR BEYİ,,6.31,2000,Kum,56,58,Bursa,1,104847,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %40, on-grup %10, onde %0.",5/10 (50%) | 4/10 (40%) | 1/10 (10%) | 0/10 (0%),,,1.19,https://yenibeygir.com/at/104847/doruklar-beyi,bulundu
WOODLAND CRY,,6.33,1300,Kum,57.5,52,Bursa,3,103919,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %60, on-grup %40, onde %0.",0/10 (0%) | 6/10 (60%) | 4/10 (40%) | 0/10 (0%),Sulu,,0.74,https://yenibeygir.com/at/103919/woodland-cry,bulundu
KUMSALIM,,6.34,1200,Kum,57.5,56,Antalya,5,96078,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %3, arka-grup %27, on-grup %40, onde %30.",1/30 (3%) | 8/30 (27%) | 12/30 (40%) | 9/30 (30%),,,0.85,https://yenibeygir.com/at/96078/kumsalim,bulundu
KING OF THE SEA,,6.34,1300,Kum,57,50.9,Bursa,6,95316,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %25, on-grup %45, onde %10.",4/20 (20%) | 5/20 (25%) | 9/20 (45%) | 2/20 (10%),Sulu,,0.81,https://yenibeygir.com/at/95316/king-of-the-sea,bulundu
TRUE ANGEL,,6.39,1400,Kum,55,54.5,Bursa,4,95716,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %32, arka-grup %57, on-grup %11, onde %0.",12/37 (32%) | 21/37 (57%) | 4/37 (11%) | 0/37 (0%),,,2.49,https://yenibeygir.com/at/95716/true-angel,bulundu
PAKSUHAN,,6.40,2100,Kum,50,52,Bursa,11,100981,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %73, on-grup %27, onde %0.",0/11 (0%) | 8/11 (73%) | 3/11 (27%) | 0/11 (0%),,,3.64,https://yenibeygir.com/at/100981/paksuhan,bulundu
GRINGOLET,,6.47,2100,Kum,53.5,52,Bursa,10,100957,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %43, arka-grup %29, on-grup %14, onde %14.",3/7 (43%) | 2/7 (29%) | 1/7 (14%) | 1/7 (14%),,,0.92,https://yenibeygir.com/at/100957/gringolet,bulundu
ALPS FIRE,,6.51,2000,Kum,60,55.7,Kocaeli,2,99936,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %8, arka-grup %36, on-grup %40, onde %16.",2/25 (8%) | 9/25 (36%) | 10/25 (40%) | 4/25 (16%),Isl,,3.77,https://yenibeygir.com/at/99936/alps-fire,bulundu
ANDY DUFRESNE,,6.54,2000,Kum,55,57.6,Bursa,8,100913,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %30, arka-grup %40, on-grup %25, onde %5.",6/20 (30%) | 8/20 (40%) | 5/20 (25%) | 1/20 (5%),,X,5.72,https://yenibeygir.com/at/100913/andy-dufresne,bulundu
FREEDOM DANCER,,6.55,1900,Kum,54,57.5,Kocaeli,9,101381,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %33, on-grup %61, onde %0.",1/18 (6%) | 6/18 (33%) | 11/18 (61%) | 0/18 (0%),,,1.68,https://yenibeygir.com/at/101381/freedom-dancer,bulundu
HERO WIND,,6.60,1400,Kum,50,57,Bursa,13,99221,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/3 (0%) | 3/3 (100%) | 0/3 (0%) | 0/3 (0%),,X,7.10,https://yenibeygir.com/at/99221/hero-wind,bulundu
YAVUZEMRE,,6.69,2000,Kum,50,53,Bursa,12,100925,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %10, arka-grup %80, on-grup %10, onde %0.",1/10 (10%) | 8/10 (80%) | 1/10 (10%) | 0/10 (0%),,X,8.67,https://yenibeygir.com/at/100925/yavuzemre,bulundu
