at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,at_profili,at_id
7,SAMSUNLU BEY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105903/samsunlu-bey,105903
8,TOPLUSER,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105970/topluser,105970
9,BANGU,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106509/bangu,106509
10,GÜNŞİRAY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105569/gunsiray,105569
11,KETRA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105667/ketra,105667
12,ULU CİHAN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105586/ulu-cihan,105586
1,ŞEHNAZ LONGA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %1, arka-grup %12, on-grup %74, onde %13.",1/69 (1%) | 8/69 (12%) | 51/69 (74%) | 9/69 (13%),1/69 (1%),8/69 (12%),51/69 (74%),9/69 (13%),https://yenibeygir.com/at/94013/sehnaz-longa,94013
2,AYBENOVA,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %12, arka-grup %40, on-grup %49, onde %0.",5/43 (12%) | 17/43 (40%) | 21/43 (49%) | 0/43 (0%),5/43 (12%),17/43 (40%),21/43 (49%),0/43 (0%),https://yenibeygir.com/at/98177/aybenova,98177
3,PRENSES MEHLİKA,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %5, arka-grup %32, on-grup %63, onde %0.",1/19 (5%) | 6/19 (32%) | 12/19 (63%) | 0/19 (0%),1/19 (5%),6/19 (32%),12/19 (63%),0/19 (0%),https://yenibeygir.com/at/102507/prenses-mehlika,102507
4,DİLÇAĞ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %10, arka-grup %14, on-grup %59, onde %16.",5/49 (10%) | 7/49 (14%) | 29/49 (59%) | 8/49 (16%),5/49 (10%),7/49 (14%),29/49 (59%),8/49 (16%),https://yenibeygir.com/at/94803/dilcag,94803
