At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
CİHANERK,,geçersiz,,,57,,,5,106003,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),,,,https://yenibeygir.com/at/106003/cihanerk,bulundu
DÜZ KOŞU,,geçersiz,,,57,,,6,106979,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106979/duz-kosu,bulundu
KESTEL YİĞİDİ,,geçersiz,,,57,,,7,105529,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),,,,https://yenibeygir.com/at/105529/kestel-yigidi,bulundu
KIR ZİNCİRLERİNİ,,geçersiz,,,57.5,,,8,105494,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),,,,https://yenibeygir.com/at/105494/kir-zincirlerini,bulundu
ÜNVERDİ BEY,,geçersiz,,,57,,,9,105631,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),,,,https://yenibeygir.com/at/105631/unverdi-bey,bulundu
BİTTER ÇİKOLATA,,geçersiz,,,55,,,10,106113,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106113/bitter-cikolata,bulundu
,9. Koşu,,,,,,,,,,,,,,,,,
UDARHAN,,6.98,1500,Sentetik,61,61,İstanbul,1,102681,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %42, arka-grup %42, on-grup %17, onde %0.",5/12 (42%) | 5/12 (42%) | 2/12 (17%) | 0/12 (0%),,,0.69,https://yenibeygir.com/at/102681/udarhan,bulundu
BELLİ BEY,,7.10,1400,Kum,57.2,61,İstanbul,2,102985,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %23, on-grup %77, onde %0.",0/13 (0%) | 3/13 (23%) | 10/13 (77%) | 0/13 (0%),Nem,,0.76,https://yenibeygir.com/at/102985/belli-bey,bulundu
KANATLANAN,,7.14,1400,Kum,56.8,57,İstanbul,13,102340,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %0, on-grup %33, onde %33.",2/6 (33%) | 0/6 (0%) | 2/6 (33%) | 2/6 (33%),,,0.05,https://yenibeygir.com/at/102340/kanatlanan,bulundu
LADY STONE,,7.15,1400,Kum,53.2,58,İstanbul,10,102660,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %56, on-grup %22, onde %0.",2/9 (22%) | 5/9 (56%) | 2/9 (22%) | 0/9 (0%),Nem,,1.50,https://yenibeygir.com/at/102660/lady-stone,bulundu
DÜMENCAN,,7.16,1200,Sentetik,58,54,Antalya,5,101921,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %33, on-grup %50, onde %17.",0/6 (0%) | 2/6 (33%) | 3/6 (50%) | 1/6 (17%),,,0.02,https://yenibeygir.com/at/101921/dumencan,bulundu
ATİK HASAN,,7.17,1400,Kum,52.8,55.4,İstanbul,8,102894,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %33, on-grup %67, onde %0.",0/9 (0%) | 3/9 (33%) | 6/9 (67%) | 0/9 (0%),Nem,,0.17,https://yenibeygir.com/at/102894/atik-hasan,bulundu
BUSE,,7.19,1800,Kum,58,58,Bursa,3,104862,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %42, on-grup %8, onde %0.",6/12 (50%) | 5/12 (42%) | 1/12 (8%) | 0/12 (0%),Nem,,0.34,https://yenibeygir.com/at/104862/buse,bulundu
GENÇYÜREK,,7.20,1900,Kum,55,58,İzmir,6,103242,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %12, arka-grup %31, on-grup %56, onde %0.",2/16 (12%) | 5/16 (31%) | 9/16 (56%) | 0/16 (0%),Sulu,,0.69,https://yenibeygir.com/at/103242/gencyurek,bulundu
THOTH,,7.21,1400,Kum,58,58,İstanbul,7,103943,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %67, onde %0.",1/6 (17%) | 1/6 (17%) | 4/6 (67%) | 0/6 (0%),Nem,,0.40,https://yenibeygir.com/at/103943/thoth,bulundu
AKBİLGE,,7.24,1400,Kum,55.2,53,İstanbul,11,102738,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %44, on-grup %38, onde %0.",3/16 (19%) | 7/16 (44%) | 6/16 (38%) | 0/16 (0%),Nem,,1.88,https://yenibeygir.com/at/102738/akbilge,bulundu
BOYABAT,,7.24,1200,Sentetik,56,58,Antalya,14,104565,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %50, on-grup %0, onde %25.",1/4 (25%) | 2/4 (50%) | 0/4 (0%) | 1/4 (25%),,,1.48,https://yenibeygir.com/at/104565/boyabat,bulundu
HÜRHANA,,7.25,1200,Sentetik,55.8,54.7,Antalya,12,101612,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %67, onde %0.",1/6 (17%) | 1/6 (17%) | 4/6 (67%) | 0/6 (0%),,,1.39,https://yenibeygir.com/at/101612/hurhana,bulundu
YEŞİLBAHAR,,7.28,1400,Sentetik,53,55,İstanbul,18,104609,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/3 (0%) | 3/3 (100%) | 0/3 (0%) | 0/3 (0%),,,2.12,https://yenibeygir.com/at/104609/yesilbahar,bulundu
DERENİMO,,7.29,1400,Kum,58,56,İstanbul,4,104978,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %50, onde %25.",0/8 (0%) | 2/8 (25%) | 4/8 (50%) | 2/8 (25%),,,1.02,https://yenibeygir.com/at/104978/derenimo,bulundu
DUMANLI DAĞ,,7.32,1200,Çim,56,57,İzmir,17,104483,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/4 (0%) | 0/4 (0%) | 4/4 (100%) | 0/4 (0%),,,1.39,https://yenibeygir.com/at/104483/dumanli-dag,bulundu
KAPGAN KAĞAN,,7.61,1400,Kum,56.8,56,İstanbul,16,105129,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %60, on-grup %20, onde %0.",1/5 (20%) | 3/5 (60%) | 1/5 (20%) | 0/5 (0%),,X,5.59,https://yenibeygir.com/at/105129/kapgan-kagan,bulundu
SONZEYBEK,,7.62,1400,Kum,56,58,İstanbul,15,104163,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",4/4 (100%) | 0/4 (0%) | 0/4 (0%) | 0/4 (0%),Nem,X,6.41,https://yenibeygir.com/at/104163/sonzeybek,bulundu
KÖKBEYİ,,7.66,1400,Kum,56,60,Adana,9,103333,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %75, onde %0.",0/4 (0%) | 1/4 (25%) | 3/4 (75%) | 0/4 (0%),,X,7.51,https://yenibeygir.com/at/103333/kokbeyi,bulundu
