at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,at_profili,at_id
8,AFRİKA ASLANI,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %17, on-grup %62, onde %12.",2/24 (8%) | 4/24 (17%) | 15/24 (62%) | 3/24 (12%),2/24 (8%),4/24 (17%),15/24 (62%),3/24 (12%),https://yenibeygir.com/at/97134/afrika-aslani,97134
9,KÜÇÜK BOZTEPE,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %12, on-grup %80, onde %2.",2/40 (5%) | 5/40 (12%) | 32/40 (80%) | 1/40 (2%),2/40 (5%),5/40 (12%),32/40 (80%),1/40 (2%),https://yenibeygir.com/at/97797/kucuk-boztepe,97797
10,MİR KARTALI,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %15, arka-grup %36, on-grup %46, onde %3.",12/78 (15%) | 28/78 (36%) | 36/78 (46%) | 2/78 (3%),12/78 (15%),28/78 (36%),36/78 (46%),2/78 (3%),https://yenibeygir.com/at/89519/mir-kartali,89519
11,TUĞKANTAY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %2, arka-grup %17, on-grup %60, onde %21.",1/47 (2%) | 8/47 (17%) | 28/47 (60%) | 10/47 (21%),1/47 (2%),8/47 (17%),28/47 (60%),10/47 (21%),https://yenibeygir.com/at/97433/tugkantay,97433
12,UTKAN,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %17, on-grup %28, onde %56.",0/18 (0%) | 3/18 (17%) | 5/18 (28%) | 10/18 (56%),0/18 (0%),3/18 (17%),5/18 (28%),10/18 (56%),https://yenibeygir.com/at/97060/utkan,97060
13,AKOLHAN,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %26, on-grup %48, onde %4.",6/27 (22%) | 7/27 (26%) | 13/27 (48%) | 1/27 (4%),6/27 (22%),7/27 (26%),13/27 (48%),1/27 (4%),https://yenibeygir.com/at/98582/akolhan,98582
14,SARRAFTAY,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %40, on-grup %21, onde %1.",40/107 (37%) | 43/107 (40%) | 23/107 (21%) | 1/107 (1%),40/107 (37%),43/107 (40%),23/107 (21%),1/107 (1%),https://yenibeygir.com/at/86016/sarraftay,86016
15,KOŞAR ZEYNEL,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %10, arka-grup %23, on-grup %58, onde %8.",8/77 (10%) | 18/77 (23%) | 45/77 (58%) | 6/77 (8%),8/77 (10%),18/77 (23%),45/77 (58%),6/77 (8%),https://yenibeygir.com/at/90559/kosar-zeynel,90559
16,HIZLI MİRAN,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %9, on-grup %55, onde %27.",1/11 (9%) | 1/11 (9%) | 6/11 (55%) | 3/11 (27%),1/11 (9%),1/11 (9%),6/11 (55%),3/11 (27%),https://yenibeygir.com/at/101349/hizli-miran,101349
17,ARAPÇELİK,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %15, arka-grup %32, on-grup %42, onde %12.",9/60 (15%) | 19/60 (32%) | 25/60 (42%) | 7/60 (12%),9/60 (15%),19/60 (32%),25/60 (42%),7/60 (12%),https://yenibeygir.com/at/88998/arapcelik,88998
18,AHMET AĞA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %8, on-grup %68, onde %24.",0/25 (0%) | 2/25 (8%) | 17/25 (68%) | 6/25 (24%),0/25 (0%),2/25 (8%),17/25 (68%),6/25 (24%),https://yenibeygir.com/at/100033/ahmet-aga,100033
1,ANEMOS,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105464/anemos,105464
2,ASLIHANOĞLU,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106833/aslihanoglu,106833
3,FIRATHAN AĞASI,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105841/firathan-agasi,105841
4,KIRDOĞAN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105685/kirdogan,105685
5,PAPETTİ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105859/papetti,105859
6,STARŞAH,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106069/starsah,106069
7,ZOR AĞA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105379/zor-aga,105379
8,AŞİNATAY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105844/asinatay,105844
9,EYLÜL GÜZELİ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105874/eylul-guzeli,105874
10,HÜSNÜGÜLÜM,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106976/husnugulum,106976
11,RENGİNKIZ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106369/renginkiz,106369
12,SÖYLENMEDİ HİÇ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105781/soylenmedi-hic,105781
13,ZENGHAT,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/105473/zenghat,105473
1,INFORMACTION,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %38, on-grup %62, onde %0.",0/24 (0%) | 9/24 (38%) | 15/24 (62%) | 0/24 (0%),0/24 (0%),9/24 (38%),15/24 (62%),0/24 (0%),https://yenibeygir.com/at/98216/informaction,98216
2,TEZGAHTAR NEBAHAT,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %14, arka-grup %43, on-grup %43, onde %0.",2/14 (14%) | 6/14 (43%) | 6/14 (43%) | 0/14 (0%),2/14 (14%),6/14 (43%),6/14 (43%),0/14 (0%),https://yenibeygir.com/at/97977/tezgahtar-nebahat,97977
