At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,At Profili,Eslesme
İŞKODRALI,,6.71,1200,Kum,57,57,Şanlıurfa,8,97988,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %46, on-grup %17, onde %0.",13/35 (37%) | 16/35 (46%) | 6/35 (17%) | 0/35 (0%),https://yenibeygir.com/at/97988/iskodrali,bulundu
INFORMACTION,,6.92,1900,Kum,62.5,53,Şanlıurfa,1,98216,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %38, on-grup %62, onde %0.",0/24 (0%) | 9/24 (38%) | 15/24 (62%) | 0/24 (0%),https://yenibeygir.com/at/98216/informaction,bulundu
RIO THE GLORY,,6.98,1400,Kum,51.5,57.6,Şanlıurfa,14,97476,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %31, arka-grup %23, on-grup %42, onde %4.",8/26 (31%) | 6/26 (23%) | 11/26 (42%) | 1/26 (4%),https://yenibeygir.com/at/97476/rio-the-glory,bulundu
EL INTOCABLE,,7.09,1900,Kum,54,51.2,Adana,12,97582,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %39, on-grup %44, onde %0.",3/18 (17%) | 7/18 (39%) | 8/18 (44%) | 0/18 (0%),https://yenibeygir.com/at/97582/el-intocable,bulundu
UZUN ALİ,,7.09,2000,Kum,52,54,Adana,13,100950,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %22, on-grup %56, onde %0.",4/18 (22%) | 4/18 (22%) | 10/18 (56%) | 0/18 (0%),https://yenibeygir.com/at/100950/uzun-ali,bulundu
HOT SUGAR,,7.11,1400,Kum,57.5,60.7,Şanlıurfa,5,101034,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %4, arka-grup %46, on-grup %50, onde %0.",1/24 (4%) | 11/24 (46%) | 12/24 (50%) | 0/24 (0%),https://yenibeygir.com/at/101034/hot-sugar,bulundu
HIGH SYMPHONY,,7.15,2200,Kum,57.5,58,Antalya,7,99846,Bilinmiyor,,Yaris stili verisi bulunamadi.,,https://yenibeygir.com/at/99846/high-symphony,bulundu
REEZ,,7.23,1900,Çim,55,58,Adana,10,100318,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %47, on-grup %20, onde %0.",5/15 (33%) | 7/15 (47%) | 3/15 (20%) | 0/15 (0%),https://yenibeygir.com/at/100318/reez,bulundu
ATOM AYŞE,,7.25,1400,Kum,52.5,58.5,Şanlıurfa,15,96274,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %23, arka-grup %37, on-grup %40, onde %0.",7/30 (23%) | 11/30 (37%) | 12/30 (40%) | 0/30 (0%),https://yenibeygir.com/at/96274/atom-ayse,bulundu
ÇEVİK VAKTİ,,7.47,1800,Kum,60,61,Şanlıurfa,4,94157,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %39, arka-grup %41, on-grup %20, onde %0.",16/41 (39%) | 17/41 (41%) | 8/41 (20%) | 0/41 (0%),https://yenibeygir.com/at/94157/cevik-vakti,bulundu
FOÇA STORM,,7.50,1700,Kum,57.5,57.5,Elazığ,9,93417,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %34, arka-grup %59, on-grup %6, onde %0.",22/64 (34%) | 38/64 (59%) | 4/64 (6%) | 0/64 (0%),https://yenibeygir.com/at/93417/foca-storm,bulundu
AFTER LION,,7.59,1400,Kum,54.5,57,Adana,11,97414,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %36, on-grup %33, onde %11.",7/36 (19%) | 13/36 (36%) | 12/36 (33%) | 4/36 (11%),https://yenibeygir.com/at/97414/after-lion,bulundu
VOICE OF REASON,,7.59,1300,Kum,50,57,Şanlıurfa,16,101292,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %67, on-grup %0, onde %0.",1/3 (33%) | 2/3 (67%) | 0/3 (0%) | 0/3 (0%),https://yenibeygir.com/at/101292/voice-of-reason,bulundu
MERYEM SULTAN,,7.68,1700,Kum,59.5,63,Elazığ,3,99185,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %37, on-grup %51, onde %2.",4/43 (9%) | 16/43 (37%) | 22/43 (51%) | 1/43 (2%),https://yenibeygir.com/at/99185/meryem-sultan,bulundu
TEZGAHTAR NEBAHAT,,7.83,1900,Kum,60,55.8,Şanlıurfa,2,97977,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %14, arka-grup %43, on-grup %43, onde %0.",2/14 (14%) | 6/14 (43%) | 6/14 (43%) | 0/14 (0%),https://yenibeygir.com/at/97977/tezgahtar-nebahat,bulundu
NOBLE CHILD,,geçersiz,1300,Çim,58.5,57,Adana,6,100463,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %0, on-grup %25, onde %62.",1/8 (12%) | 0/8 (0%) | 2/8 (25%) | 5/8 (62%),https://yenibeygir.com/at/100463/noble-child,bulundu
