at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,at_profili,at_id
2,AZİZ DOSTUM,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106502/aziz-dostum,106502
3,DAĞYIKAN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105534/dagyikan,105534
4,DEDEMHAMZAREİS,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/106115/dedemhamzareis,106115
5,HIZLI KRAL,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",1/1 (100%) | 0/1 (0%) | 0/1 (0%) | 0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/106956/hizli-kral,106956
6,KAFKAS YÜREKLİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106436/kafkas-yurekli,106436
7,KAUÇUKÇU,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),https://yenibeygir.com/at/105493/kaucukcu,105493
8,KERVAN SANCAĞI,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105532/kervan-sancagi,105532
9,SAROZ BEYİ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105485/saroz-beyi,105485
10,USKUMRU,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105576/uskumru,105576
11,DAYANA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106103/dayana,106103
1,DIAMOND BROTHERS,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %35, arka-grup %32, on-grup %30, onde %2.",14/40 (35%) | 13/40 (32%) | 12/40 (30%) | 1/40 (2%),14/40 (35%),13/40 (32%),12/40 (30%),1/40 (2%),https://yenibeygir.com/at/90870/diamond-brothers,90870
2,ALAKONT,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %5, on-grup %76, onde %19.",0/21 (0%) | 1/21 (5%) | 16/21 (76%) | 4/21 (19%),0/21 (0%),1/21 (5%),16/21 (76%),4/21 (19%),https://yenibeygir.com/at/92085/alakont,92085
3,ANOTHER BANGER,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %30, on-grup %30, onde %7.",10/30 (33%) | 9/30 (30%) | 9/30 (30%) | 2/30 (7%),10/30 (33%),9/30 (30%),9/30 (30%),2/30 (7%),https://yenibeygir.com/at/95318/another-banger,95318
4,KANDO,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %38, arka-grup %35, on-grup %27, onde %0.",18/48 (38%) | 17/48 (35%) | 13/48 (27%) | 0/48 (0%),18/48 (38%),17/48 (35%),13/48 (27%),0/48 (0%),https://yenibeygir.com/at/93318/kando,93318
5,LOWER SPIRIT,Karakteri Belli Değil,,"4 stil kutucugu birbirine cok yakin. Dagilim: arkada %30, arka-grup %20, on-grup %30, onde %20.",6/20 (30%) | 4/20 (20%) | 6/20 (30%) | 4/20 (20%),6/20 (30%),4/20 (20%),6/20 (30%),4/20 (20%),https://yenibeygir.com/at/95593/lower-spirit,95593
6,THE WITCHER,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %29, on-grup %42, onde %4.",6/24 (25%) | 7/24 (29%) | 10/24 (42%) | 1/24 (4%),6/24 (25%),7/24 (29%),10/24 (42%),1/24 (4%),https://yenibeygir.com/at/94555/the-witcher,94555
7,TURKISH PUNCH,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %54, on-grup %39, onde %0.",2/28 (7%) | 15/28 (54%) | 11/28 (39%) | 0/28 (0%),2/28 (7%),15/28 (54%),11/28 (39%),0/28 (0%),https://yenibeygir.com/at/96656/turkish-punch,96656
8,GREY GHOST,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %38, arka-grup %24, on-grup %29, onde %10.",8/21 (38%) | 5/21 (24%) | 6/21 (29%) | 2/21 (10%),8/21 (38%),5/21 (24%),6/21 (29%),2/21 (10%),https://yenibeygir.com/at/98754/grey-ghost,98754
9,PAREZKAR,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %57, on-grup %14, onde %0.",2/7 (29%) | 4/7 (57%) | 1/7 (14%) | 0/7 (0%),2/7 (29%),4/7 (57%),1/7 (14%),0/7 (0%),https://yenibeygir.com/at/98843/parezkar,98843
10,SUICIDE KING,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %38, on-grup %46, onde %0.",4/24 (17%) | 9/24 (38%) | 11/24 (46%) | 0/24 (0%),4/24 (17%),9/24 (38%),11/24 (46%),0/24 (0%),https://yenibeygir.com/at/98516/suicide-king,98516
1,ATICI KAYA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106112/atici-kaya,106112
2,BOZAĞIN KRALI,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106130/bozagin-krali,106130
3,ERYÜREKLİ,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",1/1 (100%) | 0/1 (0%) | 0/1 (0%) | 0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105466/eryurekli,105466
4,HAN ÇERCİ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105488/han-cerci,105488
5,KABALBEYİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106801/kabalbeyi,106801
6,KORGÜN,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",1/1 (100%) | 0/1 (0%) | 0/1 (0%) | 0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/106129/korgun,106129
7,PARLAMA ZAMANI,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105440/parlama-zamani,105440
8,SEHER ZAMANI,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),https://yenibeygir.com/at/105439/seher-zamani,105439
9,ŞAHİNYÜREKLİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105972/sahinyurekli,105972
10,ŞELEMZAR,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/106293/selemzar,106293
1,COMING RAIN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %60, on-grup %23, onde %0.",6/35 (17%) | 21/35 (60%) | 8/35 (23%) | 0/35 (0%),6/35 (17%),21/35 (60%),8/35 (23%),0/35 (0%),https://yenibeygir.com/at/100698/coming-rain,100698
2,SUPERSONIC BOOM,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %10, arka-grup %20, on-grup %20, onde %50.",1/10 (10%) | 2/10 (20%) | 2/10 (20%) | 5/10 (50%),1/10 (10%),2/10 (20%),2/10 (20%),5/10 (50%),https://yenibeygir.com/at/99240/supersonic-boom,99240
3,ARNAVUT KIZ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %5, on-grup %86, onde %9.",0/22 (0%) | 1/22 (5%) | 19/22 (86%) | 2/22 (9%),0/22 (0%),1/22 (5%),19/22 (86%),2/22 (9%),https://yenibeygir.com/at/99617/arnavut-kiz,99617
4,GIATRES,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %22, on-grup %53, onde %16.",3/32 (9%) | 7/32 (22%) | 17/32 (53%) | 5/32 (16%),3/32 (9%),7/32 (22%),17/32 (53%),5/32 (16%),https://yenibeygir.com/at/92194/giatres,92194
5,SWORD OF HONOUR,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %18, on-grup %64, onde %18.",0/22 (0%) | 4/22 (18%) | 14/22 (64%) | 4/22 (18%),0/22 (0%),4/22 (18%),14/22 (64%),4/22 (18%),https://yenibeygir.com/at/97812/sword-of-honour,97812
6,AUTHORITY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %23, on-grup %53, onde %7.",5/30 (17%) | 7/30 (23%) | 16/30 (53%) | 2/30 (7%),5/30 (17%),7/30 (23%),16/30 (53%),2/30 (7%),https://yenibeygir.com/at/95844/authority,95844
7,BLACK RUBY,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %35, arka-grup %48, on-grup %17, onde %0.",8/23 (35%) | 11/23 (48%) | 4/23 (17%) | 0/23 (0%),8/23 (35%),11/23 (48%),4/23 (17%),0/23 (0%),https://yenibeygir.com/at/100093/black-ruby,100093
8,SENKRON,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %54, arka-grup %46, on-grup %0, onde %0.",7/13 (54%) | 6/13 (46%) | 0/13 (0%) | 0/13 (0%),7/13 (54%),6/13 (46%),0/13 (0%),0/13 (0%),https://yenibeygir.com/at/96096/senkron,96096
9,FILIUS VENTUS,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %53, on-grup %32, onde %2.",7/53 (13%) | 28/53 (53%) | 17/53 (32%) | 1/53 (2%),7/53 (13%),28/53 (53%),17/53 (32%),1/53 (2%),https://yenibeygir.com/at/93313/filius-ventus,93313
10,CANKAFESİM,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %28, arka-grup %50, on-grup %22, onde %0.",5/18 (28%) | 9/18 (50%) | 4/18 (22%) | 0/18 (0%),5/18 (28%),9/18 (50%),4/18 (22%),0/18 (0%),https://yenibeygir.com/at/99455/cankafesim,99455
11,ÖZGÜR ABİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %15, on-grup %80, onde %0.",1/20 (5%) | 3/20 (15%) | 16/20 (80%) | 0/20 (0%),1/20 (5%),3/20 (15%),16/20 (80%),0/20 (0%),https://yenibeygir.com/at/101282/ozgur-abi,101282
12,TOUCH THE CLOUD,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %80, arka-grup %0, on-grup %20, onde %0.",4/5 (80%) | 0/5 (0%) | 1/5 (20%) | 0/5 (0%),4/5 (80%),0/5 (0%),1/5 (20%),0/5 (0%),https://yenibeygir.com/at/98825/touch-the-cloud,98825
13,WAITING A SUNNYDAY,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %64, arka-grup %18, on-grup %18, onde %0.",7/11 (64%) | 2/11 (18%) | 2/11 (18%) | 0/11 (0%),7/11 (64%),2/11 (18%),2/11 (18%),0/11 (0%),https://yenibeygir.com/at/101030/waiting-a-sunnyday,101030
14,STAR AND MOON,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %56, arka-grup %6, on-grup %31, onde %6.",9/16 (56%) | 1/16 (6%) | 5/16 (31%) | 1/16 (6%),9/16 (56%),1/16 (6%),5/16 (31%),1/16 (6%),https://yenibeygir.com/at/96812/star-and-moon,96812
15,ASRA İNAT,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %31, on-grup %19, onde %0.",8/16 (50%) | 5/16 (31%) | 3/16 (19%) | 0/16 (0%),8/16 (50%),5/16 (31%),3/16 (19%),0/16 (0%),https://yenibeygir.com/at/100850/asra-inat,100850
16,MOSKITO,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",1/6 (17%) | 2/6 (33%) | 3/6 (50%) | 0/6 (0%),1/6 (17%),2/6 (33%),3/6 (50%),0/6 (0%),https://yenibeygir.com/at/99203/moskito,99203
17,DESERT POINT,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %24, on-grup %38, onde %5.",7/21 (33%) | 5/21 (24%) | 8/21 (38%) | 1/21 (5%),7/21 (33%),5/21 (24%),8/21 (38%),1/21 (5%),https://yenibeygir.com/at/99253/desert-point,99253
18,SARILAR KIZI,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %53, on-grup %27, onde %0.",3/15 (20%) | 8/15 (53%) | 4/15 (27%) | 0/15 (0%),3/15 (20%),8/15 (53%),4/15 (27%),0/15 (0%),https://yenibeygir.com/at/100982/sarilar-kizi,100982
1,HARDOX,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %12, arka-grup %35, on-grup %47, onde %6.",2/17 (12%) | 6/17 (35%) | 8/17 (47%) | 1/17 (6%),2/17 (12%),6/17 (35%),8/17 (47%),1/17 (6%),https://yenibeygir.com/at/103792/hardox,103792
2,JAZZ RUNNER,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %10, on-grup %50, onde %40.",0/10 (0%) | 1/10 (10%) | 5/10 (50%) | 4/10 (40%),0/10 (0%),1/10 (10%),5/10 (50%),4/10 (40%),https://yenibeygir.com/at/103761/jazz-runner,103761
3,EXTENSIVE,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %18, arka-grup %64, on-grup %18, onde %0.",2/11 (18%) | 7/11 (64%) | 2/11 (18%) | 0/11 (0%),2/11 (18%),7/11 (64%),2/11 (18%),0/11 (0%),https://yenibeygir.com/at/102012/extensive,102012
4,LINARES,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %17, on-grup %58, onde %17.",1/12 (8%) | 2/12 (17%) | 7/12 (58%) | 2/12 (17%),1/12 (8%),2/12 (17%),7/12 (58%),2/12 (17%),https://yenibeygir.com/at/103586/linares,103586
5,WHITE WOLF,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %47, on-grup %47, onde %0.",1/15 (7%) | 7/15 (47%) | 7/15 (47%) | 0/15 (0%),1/15 (7%),7/15 (47%),7/15 (47%),0/15 (0%),https://yenibeygir.com/at/104422/white-wolf,104422
6,JOYFUL FOREVER,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %50, arka-grup %25, on-grup %0, onde %25.",2/4 (50%) | 1/4 (25%) | 0/4 (0%) | 1/4 (25%),2/4 (50%),1/4 (25%),0/4 (0%),1/4 (25%),https://yenibeygir.com/at/103760/joyful-forever,103760
7,SNOW LEOPARD,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %42, on-grup %25, onde %0.",4/12 (33%) | 5/12 (42%) | 3/12 (25%) | 0/12 (0%),4/12 (33%),5/12 (42%),3/12 (25%),0/12 (0%),https://yenibeygir.com/at/102207/snow-leopard,102207
8,LEGENDARY MAJESTY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %14, on-grup %57, onde %0.",2/7 (29%) | 1/7 (14%) | 4/7 (57%) | 0/7 (0%),2/7 (29%),1/7 (14%),4/7 (57%),0/7 (0%),https://yenibeygir.com/at/104930/legendary-majesty,104930
9,VICTORY LANE,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %17, on-grup %33, onde %50.",0/6 (0%) | 1/6 (17%) | 2/6 (33%) | 3/6 (50%),0/6 (0%),1/6 (17%),2/6 (33%),3/6 (50%),https://yenibeygir.com/at/102158/victory-lane,102158
10,HİDAN,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %50, onde %50.",0/4 (0%) | 0/4 (0%) | 2/4 (50%) | 2/4 (50%),0/4 (0%),0/4 (0%),2/4 (50%),2/4 (50%),https://yenibeygir.com/at/102869/hidan,102869
1,BALLAD KING,Karakteri Belli Değil,,"4 stil kutucugu birbirine cok yakin. Dagilim: arkada %25, arka-grup %25, on-grup %25, onde %25.",1/4 (25%) | 1/4 (25%) | 1/4 (25%) | 1/4 (25%),1/4 (25%),1/4 (25%),1/4 (25%),1/4 (25%),https://yenibeygir.com/at/103762/ballad-king,103762
2,DILUVIO,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %89, onde %11.",0/9 (0%) | 0/9 (0%) | 8/9 (89%) | 1/9 (11%),0/9 (0%),0/9 (0%),8/9 (89%),1/9 (11%),https://yenibeygir.com/at/102491/diluvio,102491
3,GOLDRAKHAN,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %50, onde %0.",0/4 (0%) | 2/4 (50%) | 2/4 (50%) | 0/4 (0%),0/4 (0%),2/4 (50%),2/4 (50%),0/4 (0%),https://yenibeygir.com/at/103938/goldrakhan,103938
4,HAVACI,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %33, onde %67.",0/3 (0%) | 0/3 (0%) | 1/3 (33%) | 2/3 (67%),0/3 (0%),0/3 (0%),1/3 (33%),2/3 (67%),https://yenibeygir.com/at/105159/havaci,105159
5,PRENS LAUTARO,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %50, onde %0.",0/2 (0%) | 1/2 (50%) | 1/2 (50%) | 0/2 (0%),0/2 (0%),1/2 (50%),1/2 (50%),0/2 (0%),https://yenibeygir.com/at/104875/prens-lautaro,104875
6,TOLPER,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %60, onde %40.",0/5 (0%) | 0/5 (0%) | 3/5 (60%) | 2/5 (40%),0/5 (0%),0/5 (0%),3/5 (60%),2/5 (40%),https://yenibeygir.com/at/103374/tolper,103374
7,WOLF RULES,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %0, on-grup %50, onde %0.",1/2 (50%) | 0/2 (0%) | 1/2 (50%) | 0/2 (0%),1/2 (50%),0/2 (0%),1/2 (50%),0/2 (0%),https://yenibeygir.com/at/104015/wolf-rules,104015
1,BABA BALYOZ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105419/baba-balyoz,105419
2,BALMEHMET,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/106145/balmehmet,106145
3,BAYDARBEY,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105517/baydarbey,105517
4,BİGASİ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105896/bigasi,105896
5,CİHANERK,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),https://yenibeygir.com/at/106003/cihanerk,106003
