At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
HÜRDENİZ,,7.10,1400,Kum,56.2,60,İzmir,5,98610,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %10, on-grup %40, onde %50.",0/10 (0%) | 1/10 (10%) | 4/10 (40%) | 5/10 (50%),Nem,X,8.31,https://yenibeygir.com/at/98610/hurdeniz,bulundu
ÇELİK KARTAL,,7.18,1400,Kum,58,56,Bursa,17,103589,Orta Grup,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %0, onde %50.",0/2 (0%) | 1/2 (50%) | 0/2 (0%) | 1/2 (50%),Nem,X,6.13,https://yenibeygir.com/at/103589/celik-kartal,bulundu
,3. Koşu,,,,,,,,,,,,,,,,,
LADY NAZO,,5.88,1400,Kum,56,60,Bursa,5,104376,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %64, on-grup %36, onde %0.",0/11 (0%) | 7/11 (64%) | 4/11 (36%) | 0/11 (0%),,,0.00,https://yenibeygir.com/at/104376/lady-nazo,bulundu
SKY CRUISE,,5.95,1400,Sentetik,56.1,55,Antalya,6,103956,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %60, on-grup %40, onde %0.",0/10 (0%) | 6/10 (60%) | 4/10 (40%) | 0/10 (0%),,,0.88,https://yenibeygir.com/at/103956/sky-cruise,bulundu
BIG RUGGED,,5.95,1200,Kum,53.7,61,İzmir,7,102644,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %30, arka-grup %30, on-grup %40, onde %0.",3/10 (30%) | 3/10 (30%) | 4/10 (40%) | 0/10 (0%),,,0.51,https://yenibeygir.com/at/102644/big-rugged,bulundu
EL REY ESCORPİON,,6.00,1300,Kum,60.5,56,Adana,2,102256,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %23, on-grup %29, onde %29.",6/31 (19%) | 7/31 (23%) | 9/31 (29%) | 9/31 (29%),,,1.28,https://yenibeygir.com/at/102256/el-rey-escorpion,bulundu
TM BATAILE,,6.11,1800,Kum,58,56,Bursa,4,102439,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %35, on-grup %5, onde %10.",10/20 (50%) | 7/20 (35%) | 1/20 (5%) | 2/20 (10%),Nem,,2.73,https://yenibeygir.com/at/102439/tm-bataile,bulundu
ROYAL TOUCH,,6.13,1400,Sentetik,57.5,47,İstanbul,9,103005,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %50, onde %25.",0/8 (0%) | 2/8 (25%) | 4/8 (50%) | 2/8 (25%),,,1.81,https://yenibeygir.com/at/103005/royal-touch,bulundu
PLIOSAUR,,6.18,1200,Kum,52,58.2,Bursa,8,105002,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %20, onde %80.",0/5 (0%) | 0/5 (0%) | 1/5 (20%) | 4/5 (80%),Isl,,4.48,https://yenibeygir.com/at/105002/pliosaur,bulundu
TOUCH MY DREAM,,6.29,1400,Sentetik,59.5,53.9,İstanbul,3,102982,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/3 (0%) | 0/3 (0%) | 3/3 (100%) | 0/3 (0%),,,4.45,https://yenibeygir.com/at/102982/touch-my-dream,bulundu
BABA BATTAL,,6.38,1300,Kum,58.5,56,Adana,1,101403,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %15, arka-grup %23, on-grup %54, onde %8.",2/13 (15%) | 3/13 (23%) | 7/13 (54%) | 1/13 (8%),Nem,X,8.21,https://yenibeygir.com/at/101403/baba-battal,bulundu
,4. Koşu,,,,,,,,,,,,,,,,,
BATURALP CAN,,geçersiz,,,57,,,1,105426,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/105426/baturalp-can,bulundu
ÇİLLİ CAFER,,geçersiz,,,57,,,2,106477,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106477/cilli-cafer,bulundu
FULLSET,,geçersiz,,,57,,,3,106901,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106901/fullset,bulundu
I LOVE SPEED,,geçersiz,,,57,,,4,106483,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106483/i-love-speed,bulundu
BELLA LUNO,,geçersiz,,,55,,,5,106955,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106955/bella-luno,bulundu
ÇİKOK FIRTINASI,,geçersiz,,,55,,,6,106543,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106543/cikok-firtinasi,bulundu
ÇORLİ,,geçersiz,,,55,,,7,106684,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106684/corli,bulundu
KRALİÇE NONİKA,,geçersiz,,,55,,,8,106424,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106424/kralice-nonika,bulundu
WORKIN LADY,,geçersiz,,,55,,,9,106752,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106752/workin-lady,bulundu
,5. Koşu,,,,,,,,,,,,,,,,,
SELLY SON,,5.77,1400,Kum,60,58,Bursa,2,100141,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %32, on-grup %64, onde %4.",0/25 (0%) | 8/25 (32%) | 16/25 (64%) | 1/25 (4%),Nem,,0.00,https://yenibeygir.com/at/100141/selly-son,bulundu
CUCURELLA,,5.78,1300,Kum,57,59.5,Bursa,3,100865,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %9, on-grup %27, onde %59.",1/22 (5%) | 2/22 (9%) | 6/22 (27%) | 13/22 (59%),Sulu,,0.00,https://yenibeygir.com/at/100865/cucurella,bulundu
ASALTIN,,5.81,1400,Kum,56,58,Bursa,8,97138,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %28, arka-grup %22, on-grup %33, onde %17.",10/36 (28%) | 8/36 (22%) | 12/36 (33%) | 6/36 (17%),,,1.15,https://yenibeygir.com/at/97138/asaltin,bulundu
LEJUR,,5.81,1400,Kum,56,56,Bursa,11,100277,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %28, on-grup %52, onde %12.",2/25 (8%) | 7/25 (28%) | 13/25 (52%) | 3/25 (12%),Nem,,1.01,https://yenibeygir.com/at/100277/lejur,bulundu
CAZATOR DE OSOS,,5.82,1200,Sentetik,61,58,Antalya,1,98567,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %26, on-grup %39, onde %35.",0/23 (0%) | 6/23 (26%) | 9/23 (39%) | 8/23 (35%),,,0.00,https://yenibeygir.com/at/98567/cazator-de-osos,bulundu
COLTON,,5.84,1300,Kum,56,57.3,Bursa,9,97071,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %33, on-grup %20, onde %7.",12/30 (40%) | 10/30 (33%) | 6/30 (20%) | 2/30 (7%),Sulu,,0.71,https://yenibeygir.com/at/97071/colton,bulundu
PERFECT FLIGHT,,5.85,1300,Çim,57,56,İzmir,6,95503,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %4, arka-grup %26, on-grup %63, onde %7.",1/27 (4%) | 7/27 (26%) | 17/27 (63%) | 2/27 (7%),,,0.20,https://yenibeygir.com/at/95503/perfect-flight,bulundu
İSPANOZ,,5.85,1400,Kum,56,58,Bursa,10,98311,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %7, on-grup %21, onde %72.",0/43 (0%) | 3/43 (7%) | 9/43 (21%) | 31/43 (72%),Nem,,1.82,https://yenibeygir.com/at/98311/ispanoz,bulundu
YAZ,,5.87,1400,Sentetik,54,57,İstanbul,15,100591,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",4/24 (17%) | 8/24 (33%) | 12/24 (50%) | 0/24 (0%),,,1.31,https://yenibeygir.com/at/100591/yaz,bulundu
MİKEA,,5.90,1200,Kum,57,56,Bursa,5,91490,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %49, on-grup %38, onde %0.",6/47 (13%) | 23/47 (49%) | 18/47 (38%) | 0/47 (0%),,,3.04,https://yenibeygir.com/at/91490/mikea,bulundu
STRAKHOV,,5.91,1500,Sentetik,57,53.7,İstanbul,7,99218,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %13, on-grup %39, onde %39.",2/23 (9%) | 3/23 (13%) | 9/23 (39%) | 9/23 (39%),,,2.11,https://yenibeygir.com/at/99218/strakhov,bulundu
MAMBA FOREVER,,5.94,1300,Sentetik,57,55.8,İstanbul,4,85112,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %2, arka-grup %20, on-grup %49, onde %29.",1/45 (2%) | 9/45 (20%) | 22/45 (49%) | 13/45 (29%),,,2.28,https://yenibeygir.com/at/85112/mamba-forever,bulundu
PETITE LOUVE,,5.97,1600,Çim,54,53.8,İstanbul,14,98821,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %45, on-grup %18, onde %0.",4/11 (36%) | 5/11 (45%) | 2/11 (18%) | 0/11 (0%),"Hafif Çim (3,4)",,0.37,https://yenibeygir.com/at/98821/petite-louve,bulundu
ROSSO E BIANCO,,6.01,1400,Çim,55,58,Bursa,13,94301,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %27, on-grup %47, onde %0.",4/15 (27%) | 4/15 (27%) | 7/15 (47%) | 0/15 (0%),,,0.02,https://yenibeygir.com/at/94301/rosso-e-bianco,bulundu
GRAVITY OF LOVE,,6.07,1400,Kum,55,55.2,Bursa,12,95131,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %24, arka-grup %42, on-grup %32, onde %2.",12/50 (24%) | 21/50 (42%) | 16/50 (32%) | 1/50 (2%),,,2.71,https://yenibeygir.com/at/95131/gravity-of-love,bulundu
,6. Koşu,,,,,,,,,,,,,,,,,
GÖKTÜRK BEY,,6.97,1400,Kum,56,58,Bursa,1,103827,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %40, on-grup %40, onde %20.",0/5 (0%) | 2/5 (40%) | 2/5 (40%) | 1/5 (20%),Nem,,0.26,https://yenibeygir.com/at/103827/gokturk-bey,bulundu
KURUŞUN GÜCÜ,,7.00,1400,Kum,56,58,Bursa,5,101784,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %67, on-grup %17, onde %0.",1/6 (17%) | 4/6 (67%) | 1/6 (17%) | 0/6 (0%),Nem,,0.62,https://yenibeygir.com/at/101784/kurusun-gucu,bulundu
KOŞBAŞAR,,7.06,1400,Kum,55,56.4,Bursa,11,104705,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %25, on-grup %50, onde %0.",2/8 (25%) | 2/8 (25%) | 4/8 (50%) | 0/8 (0%),Nem,,1.45,https://yenibeygir.com/at/104705/kosbasar,bulundu
MURJAN,,7.09,1600,Kum,52,54,İzmir,15,102156,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %67, arka-grup %33, on-grup %0, onde %0.",6/9 (67%) | 3/9 (33%) | 0/9 (0%) | 0/9 (0%),Nem,,1.80,https://yenibeygir.com/at/102156/murjan,bulundu
HAYLAZKIZ,,7.10,1600,Kum,52,56,İzmir,4,104322,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %25, arka-grup %31, on-grup %44, onde %0.",4/16 (25%) | 5/16 (31%) | 7/16 (44%) | 0/16 (0%),Nem,,2.20,https://yenibeygir.com/at/104322/haylazkiz,bulundu
MAHÇİÇEK,,7.11,1400,Kum,56,56,Bursa,12,102604,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %36, on-grup %27, onde %0.",4/11 (36%) | 4/11 (36%) | 3/11 (27%) | 0/11 (0%),Nem,,1.89,https://yenibeygir.com/at/102604/mahcicek,bulundu
YILDIZ SOY,,7.11,1400,Kum,55,57.5,Bursa,13,101850,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %25, on-grup %50, onde %0.",2/8 (25%) | 2/8 (25%) | 4/8 (50%) | 0/8 (0%),Nem,,0.40,https://yenibeygir.com/at/101850/yildiz-soy,bulundu
NEFESVEREN,,7.14,1400,Kum,53,54.5,Bursa,7,102545,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %14, on-grup %29, onde %57.",0/7 (0%) | 1/7 (14%) | 2/7 (29%) | 4/7 (57%),Nem,,0.59,https://yenibeygir.com/at/102545/nefesveren,bulundu
BALATÜRK,,7.15,1400,Kum,58,60,Bursa,2,101692,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %12, on-grup %69, onde %19.",0/16 (0%) | 2/16 (12%) | 11/16 (69%) | 3/16 (19%),Nem,,2.76,https://yenibeygir.com/at/101692/balaturk,bulundu
ZELİŞSU,,7.17,1200,Sentetik,54,58.1,Antalya,14,101720,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %44, arka-grup %44, on-grup %12, onde %0.",7/16 (44%) | 7/16 (44%) | 2/16 (12%) | 0/16 (0%),,,1.60,https://yenibeygir.com/at/101720/zelissu,bulundu
TEKOŞEN,,7.18,1400,Kum,56,57,Bursa,10,102469,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %67, on-grup %33, onde %0.",0/3 (0%) | 2/3 (67%) | 1/3 (33%) | 0/3 (0%),,,0.98,https://yenibeygir.com/at/102469/tekosen,bulundu
TEKFORD ACL,,7.22,1400,Kum,56,58.1,Bursa,9,104197,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %36, on-grup %27, onde %0.",4/11 (36%) | 4/11 (36%) | 3/11 (27%) | 0/11 (0%),Nem,,1.86,https://yenibeygir.com/at/104197/tekford-acl,bulundu
KARA ONUR,,7.31,1200,Sentetik,56,58,Antalya,16,102034,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %47, on-grup %7, onde %7.",6/15 (40%) | 7/15 (47%) | 1/15 (7%) | 1/15 (7%),,,2.81,https://yenibeygir.com/at/102034/kara-onur,bulundu
SEVDİREN,,7.33,1400,Kum,56,54.4,Bursa,8,102095,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %20, on-grup %60, onde %0.",2/10 (20%) | 2/10 (20%) | 6/10 (60%) | 0/10 (0%),Nem,,4.70,https://yenibeygir.com/at/102095/sevdiren,bulundu
KUZGUNLAR,,7.33,1400,Kum,54,54,Bursa,18,104048,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %67, arka-grup %0, on-grup %33, onde %0.",2/3 (67%) | 0/3 (0%) | 1/3 (33%) | 0/3 (0%),Nem,,3.11,https://yenibeygir.com/at/104048/kuzgunlar,bulundu
MUNİSHANIM,,7.35,1400,Kum,56,56.9,Bursa,6,102587,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %39, arka-grup %17, on-grup %39, onde %6.",7/18 (39%) | 3/18 (17%) | 7/18 (39%) | 1/18 (6%),Nem,,3.49,https://yenibeygir.com/at/102587/munishanim,bulundu
ÇÖL FATİHİ,,7.41,1600,Kum,55,58,İzmir,3,102007,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %20, on-grup %73, onde %7.",0/15 (0%) | 3/15 (20%) | 11/15 (73%) | 1/15 (7%),Nem,X,5.24,https://yenibeygir.com/at/102007/col-fatihi,bulundu
DERBAS,,7.64,1600,Kum,53,55,İzmir,17,104442,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %57, arka-grup %14, on-grup %29, onde %0.",4/7 (57%) | 1/7 (14%) | 2/7 (29%) | 0/7 (0%),Nem,X,10.56,https://yenibeygir.com/at/104442/derbas,bulundu
,7. Koşu,,,,,,,,,,,,,,,,,
ZORRO,,6.10,1500,Sentetik,55,57,İstanbul,3,87987,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %39, on-grup %46, onde %9.",3/54 (6%) | 21/54 (39%) | 25/54 (46%) | 5/54 (9%),,,1.03,https://yenibeygir.com/at/87987/zorro,bulundu
KAVALA GÜCÜ,,6.10,2200,Sentetik,57,63,İstanbul,4,99453,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %17, on-grup %70, onde %13.",0/30 (0%) | 5/30 (17%) | 21/30 (70%) | 4/30 (13%),,,2.25,https://yenibeygir.com/at/99453/kavala-gucu,bulundu
GORTAN,,6.10,2200,Sentetik,53,55.5,İstanbul,7,99644,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %35, on-grup %39, onde %13.",3/23 (13%) | 8/23 (35%) | 9/23 (39%) | 3/23 (13%),,,1.51,https://yenibeygir.com/at/99644/gortan,bulundu
ROZERYA,,6.15,2100,Sentetik,56,53.8,İstanbul,8,91420,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %37, on-grup %25, onde %1.",28/76 (37%) | 28/76 (37%) | 19/76 (25%) | 1/76 (1%),,,1.39,https://yenibeygir.com/at/91420/rozerya,bulundu
SELLYBOY,,6.17,2200,Çim,58,61,Bursa,2,91052,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %50, on-grup %21, onde %0.",10/34 (29%) | 17/34 (50%) | 7/34 (21%) | 0/34 (0%),"Hafif Çim (3,7)",,0.08,https://yenibeygir.com/at/91052/sellyboy,bulundu
FLASH OVER,,6.17,1800,Kum,56,55.8,Bursa,6,99370,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %18, arka-grup %59, on-grup %23, onde %0.",4/22 (18%) | 13/22 (59%) | 5/22 (23%) | 0/22 (0%),Nem,,2.19,https://yenibeygir.com/at/99370/flash-over,bulundu
MARION,,6.21,2000,Kum,54,54.5,Bursa,9,99837,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %23, arka-grup %68, on-grup %9, onde %0.",5/22 (23%) | 15/22 (68%) | 2/22 (9%) | 0/22 (0%),,,2.00,https://yenibeygir.com/at/99837/marion,bulundu
