date,year_month,weekday_no,weekday,city,city_id,label,combination,amount,amount_text,under_1750,race_count,url
2025-10-23,2025-10,3,Persembe,Ankara,5,1. 6'LI GANYAN,"1/7/2,4/2/4/2",1992.45,"1.992,45 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=23%2F10%2F2025&SehirAdi=Ankara
2025-10-23,2025-10,3,Persembe,Izmir,2,1. 6'LI GANYAN,1/4/2/5/1/11,29358.7,"29.358,70 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=23%2F10%2F2025&SehirAdi=Izmir
2025-10-24,2025-10,4,Cuma,Bursa,4,1. 6'LI GANYAN,5/5/12/6/5/6,,"Bilen çıkmamıştır, 15,589,483.00 ₺ devretmiştir.",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=24%2F10%2F2025&SehirAdi=Bursa
2025-10-24,2025-10,4,Cuma,Istanbul,3,1. 6'LI GANYAN,"11/9,12/3/7/6/5",28146.15,"28.146,15 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=24%2F10%2F2025&SehirAdi=Istanbul
2025-10-25,2025-10,5,Cumartesi,Ankara,5,1. 6'LI GANYAN,"6/8/1,6/8/5/4",133996.5,"133.996,50 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=25%2F10%2F2025&SehirAdi=Ankara
2025-10-25,2025-10,5,Cumartesi,Izmir,2,1. 6'LI GANYAN,"6/1/1,5/4/3,12/13",100619.3,"100.619,30 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=25%2F10%2F2025&SehirAdi=Izmir
2025-10-26,2025-10,6,Pazar,Adana,1,1. 6'LI GANYAN,8/5/7/2/11/7,14333.95,"14.333,95 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=26%2F10%2F2025&SehirAdi=Adana
2025-10-26,2025-10,6,Pazar,Istanbul,3,1. 6'LI GANYAN,"7/3/4/8/1/2,6,9,11",49722.8,"49.722,80 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=26%2F10%2F2025&SehirAdi=Istanbul
2025-10-27,2025-10,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,5/2/5/3/6/1,6311.1,"6.311,10 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=27%2F10%2F2025&SehirAdi=Bursa
2025-10-27,2025-10,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,7/2/1/1/2/10,220272.76,"220.272,76 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=27%2F10%2F2025&SehirAdi=Urfa
2025-10-28,2025-10,1,Sali,Adana,1,1. 6'LI GANYAN,8/3/4/2/4/1,1676678.95,"1.676.678,95 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=28%2F10%2F2025&SehirAdi=Adana
2025-10-28,2025-10,1,Sali,Kocaeli,9,1. 6'LI GANYAN,1/9/1/5/2/8,22939.6,"22.939,60 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=28%2F10%2F2025&SehirAdi=Kocaeli
2025-10-29,2025-10,2,Carsamba,Elazig,7,1. 6'LI GANYAN,"3,4/1/7/10/1/5",77328.08,"77.328,08 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=29%2F10%2F2025&SehirAdi=Elazig
2025-10-29,2025-10,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,"8/2/2/2/1,8/7",49941.3,"49.941,30 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=29%2F10%2F2025&SehirAdi=Istanbul
2025-10-30,2025-10,3,Persembe,Ankara,5,1. 6'LI GANYAN,"2/2/2,4/3/6/3",3223.2,"3.223,20 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=30%2F10%2F2025&SehirAdi=Ankara
2025-10-30,2025-10,3,Persembe,Izmir,2,1. 6'LI GANYAN,"3,9/9/14/3/2,9/1",3196.4,"3.196,40 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=30%2F10%2F2025&SehirAdi=Izmir
2025-10-31,2025-10,4,Cuma,Bursa,4,1. 6'LI GANYAN,"2/4,12/3/5/9/3",99336.9,"99.336,90 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=31%2F10%2F2025&SehirAdi=Bursa
2025-10-31,2025-10,4,Cuma,Istanbul,3,1. 6'LI GANYAN,"9/2/5,7/5/4/6",30168.1,"30.168,10 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=31%2F10%2F2025&SehirAdi=Istanbul
2025-11-01,2025-11,5,Cumartesi,Ankara,5,1. 6'LI GANYAN,1/2/2/3/5/13,19662.9,"19.662,90 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=01%2F11%2F2025&SehirAdi=Ankara
2025-11-01,2025-11,5,Cumartesi,Izmir,2,1. 6'LI GANYAN,"2/1/2,3/7/7/2",2579.8,"2.579,80 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=01%2F11%2F2025&SehirAdi=Izmir
2025-11-02,2025-11,6,Pazar,Adana,1,1. 6'LI GANYAN,"7,11/2/3/1/6/2",701.7,"701,70 ₺",1,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=02%2F11%2F2025&SehirAdi=Adana
2025-11-02,2025-11,6,Pazar,Istanbul,3,1. 6'LI GANYAN,6/7/3/7/8/1,7980.85,"7.980,85 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=02%2F11%2F2025&SehirAdi=Istanbul
2025-11-03,2025-11,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"5,10/1/1/8/1/1,6",1094.45,"1.094,45 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=03%2F11%2F2025&SehirAdi=Bursa
2025-11-03,2025-11,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"3/7/4/5,9/4/2",3000.12,"3.000,12 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=03%2F11%2F2025&SehirAdi=Urfa
2025-11-04,2025-11,1,Sali,Adana,1,1. 6'LI GANYAN,5/5/1/4/5/3,160470.9,"160.470,90 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=04%2F11%2F2025&SehirAdi=Adana
2025-11-04,2025-11,1,Sali,Kocaeli,9,1. 6'LI GANYAN,"4/2/3/7/6/3,7",15056.8,"15.056,80 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=04%2F11%2F2025&SehirAdi=Kocaeli
2025-11-05,2025-11,2,Carsamba,Elazig,7,1. 6'LI GANYAN,"1/7/2/3/1/1,5,7",34068.32,"34.068,32 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=05%2F11%2F2025&SehirAdi=Elazig
2025-11-05,2025-11,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,3/4/10/3/7/6,145215.45,"145.215,45 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=05%2F11%2F2025&SehirAdi=Istanbul
2025-11-06,2025-11,3,Persembe,Ankara,5,1. 6'LI GANYAN,5/1/7/3/5/3,41816.0,"41.816,00 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=06%2F11%2F2025&SehirAdi=Ankara
2025-11-06,2025-11,3,Persembe,Izmir,2,1. 6'LI GANYAN,"5/6/1,8/3/9/2",1376760.85,"1.376.760,85 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=06%2F11%2F2025&SehirAdi=Izmir
2025-11-07,2025-11,4,Cuma,Bursa,4,1. 6'LI GANYAN,2/1/1/2/7/8,2309.2,"2.309,20 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=07%2F11%2F2025&SehirAdi=Bursa
2025-11-07,2025-11,4,Cuma,Istanbul,3,1. 6'LI GANYAN,"7/2/3/2,5/2/8",1873.75,"1.873,75 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=07%2F11%2F2025&SehirAdi=Istanbul
2025-11-08,2025-11,5,Cumartesi,Ankara,5,1. 6'LI GANYAN,3/5/3/5/5/6,18569.3,"18.569,30 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=08%2F11%2F2025&SehirAdi=Ankara
2025-11-08,2025-11,5,Cumartesi,Izmir,2,1. 6'LI GANYAN,2/2/11/4/8/11,734243.9,"734.243,90 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=08%2F11%2F2025&SehirAdi=Izmir
2025-11-09,2025-11,6,Pazar,Adana,1,1. 6'LI GANYAN,"7/1,5/2/4/6/9",10084.05,"10.084,05 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=09%2F11%2F2025&SehirAdi=Adana
2025-11-09,2025-11,6,Pazar,Istanbul,3,1. 6'LI GANYAN,"5/4/1,3,4/4,8/3/15",14752.7,"14.752,70 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=09%2F11%2F2025&SehirAdi=Istanbul
2025-11-10,2025-11,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,1/1/3/4/5/1,5565.4,"5.565,40 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=10%2F11%2F2025&SehirAdi=Bursa
2025-11-10,2025-11,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"9/14/5/3/9/4,8,12",160783.8,"160.783,80 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=10%2F11%2F2025&SehirAdi=Urfa
2025-11-11,2025-11,1,Sali,Adana,1,1. 6'LI GANYAN,"7/1,10/1/2/1/14",163446.75,"163.446,75 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=11%2F11%2F2025&SehirAdi=Adana
2025-11-11,2025-11,1,Sali,Kocaeli,9,1. 6'LI GANYAN,"3/2/6/2/4,9/2",11255.45,"11.255,45 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=11%2F11%2F2025&SehirAdi=Kocaeli
2025-11-12,2025-11,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,4/4/3/6/3/2,2130.7,"2.130,70 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=12%2F11%2F2025&SehirAdi=Istanbul
2025-11-13,2025-11,3,Persembe,Ankara,5,1. 6'LI GANYAN,"6/7/3/1/2,5,11/3",3058.1,"3.058,10 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=13%2F11%2F2025&SehirAdi=Ankara
2025-11-13,2025-11,3,Persembe,Izmir,2,1. 6'LI GANYAN,"1,8/1/4/8/1/3",85010.45,"85.010,45 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=13%2F11%2F2025&SehirAdi=Izmir
2025-11-14,2025-11,4,Cuma,Bursa,4,1. 6'LI GANYAN,"4/5,9/3/7/4/2,9",11926.25,"11.926,25 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=14%2F11%2F2025&SehirAdi=Bursa
2025-11-14,2025-11,4,Cuma,Istanbul,3,1. 6'LI GANYAN,"5,10/3/6/11/6/3",10609.1,"10.609,10 ₺",0,11,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=14%2F11%2F2025&SehirAdi=Istanbul
2025-11-15,2025-11,5,Cumartesi,Ankara,5,1. 6'LI GANYAN,"9/1/4/4/6/2,9",1032289.6,"1.032.289,60 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=15%2F11%2F2025&SehirAdi=Ankara
2025-11-15,2025-11,5,Cumartesi,Izmir,2,1. 6'LI GANYAN,6/4/2/1/9/11,116598.0,"116.598,00 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=15%2F11%2F2025&SehirAdi=Izmir
2025-11-16,2025-11,6,Pazar,Adana,1,1. 6'LI GANYAN,"6/9,12,14/5/6/2/13",7279729.8,"7.279.729,80 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=16%2F11%2F2025&SehirAdi=Adana
2025-11-16,2025-11,6,Pazar,Istanbul,3,1. 6'LI GANYAN,"4/7/2/4,5/8/4",37003.75,"37.003,75 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=16%2F11%2F2025&SehirAdi=Istanbul
2025-11-17,2025-11,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,1/6/4/11/8/6,3137437.6,"3.137.437,60 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=17%2F11%2F2025&SehirAdi=Urfa
2025-11-18,2025-11,1,Sali,Antalya,10,1. 6'LI GANYAN,"3/2,6/7/5/4/2",2761.75,"2.761,75 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=18%2F11%2F2025&SehirAdi=Antalya
2025-11-19,2025-11,2,Carsamba,Elazig,7,1. 6'LI GANYAN,7/6/4/5/3/5,2796.12,"2.796,12 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=19%2F11%2F2025&SehirAdi=Elazig
2025-11-19,2025-11,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,"4,6/2/1/3/3/3",173277.45,"173.277,45 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=19%2F11%2F2025&SehirAdi=Istanbul
2025-11-20,2025-11,3,Persembe,Antalya,10,1. 6'LI GANYAN,"2,7/6/2,5/4/2/1",12106.9,"12.106,90 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=20%2F11%2F2025&SehirAdi=Antalya
2025-11-21,2025-11,4,Cuma,Bursa,4,1. 6'LI GANYAN,"3,5/5/5/7/6/4",370140.05,"370.140,05 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=21%2F11%2F2025&SehirAdi=Bursa
2025-11-22,2025-11,5,Cumartesi,Adana,1,1. 6'LI GANYAN,9/1/5/4/7/1,65702.15,"65.702,15 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=22%2F11%2F2025&SehirAdi=Adana
2025-11-22,2025-11,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,"7/4/2,8/6/2/6",1243.6,"1.243,60 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=22%2F11%2F2025&SehirAdi=Istanbul
2025-11-23,2025-11,6,Pazar,Izmir,2,1. 6'LI GANYAN,"1/1,7/3/3/3/5",13054.15,"13.054,15 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=23%2F11%2F2025&SehirAdi=Izmir
2025-11-24,2025-11,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"2/5/4/11/5/6,8",108381.15,"108.381,15 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=24%2F11%2F2025&SehirAdi=Bursa
2025-11-24,2025-11,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,12/2/10/6/12/5,31683.12,"31.683,12 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=24%2F11%2F2025&SehirAdi=Urfa
2025-11-25,2025-11,1,Sali,Adana,1,1. 6'LI GANYAN,7/9/2/4/3/2,152488.5,"152.488,50 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=25%2F11%2F2025&SehirAdi=Adana
2025-11-26,2025-11,2,Carsamba,Elazig,7,1. 6'LI GANYAN,"8/1,7/1,7/6/7/4",40245.32,"40.245,32 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=26%2F11%2F2025&SehirAdi=Elazig
2025-11-26,2025-11,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,"5/1,4/4/4/6/1",5072.1,"5.072,10 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=26%2F11%2F2025&SehirAdi=Istanbul
2025-11-27,2025-11,3,Persembe,Antalya,10,1. 6'LI GANYAN,"3/1,3,5,6,8/1/1/7/2",1490.2,"1.490,20 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=27%2F11%2F2025&SehirAdi=Antalya
2025-11-27,2025-11,3,Persembe,Antalya,10,1. 6'LI GANYAN,"3/1,3,5,6,8/1/1/7/3",2098.2,"2.098,20 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=27%2F11%2F2025&SehirAdi=Antalya
2025-11-28,2025-11,4,Cuma,Antalya,10,1. 6'LI GANYAN,5/6/3/3/2/13,316486.35,"316.486,35 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=28%2F11%2F2025&SehirAdi=Antalya
2025-11-29,2025-11,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"1,4,5/1/2/2/4/2",7139.65,"7.139,65 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=29%2F11%2F2025&SehirAdi=Adana
2025-11-30,2025-11,6,Pazar,Adana,1,1. 6'LI GANYAN,6/2/7/7/4/5,23376.35,"23.376,35 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=30%2F11%2F2025&SehirAdi=Adana
2025-11-30,2025-11,6,Pazar,Izmir,2,1. 6'LI GANYAN,"1,3/5/5/7/2,7/2",6812.8,"6.812,80 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=30%2F11%2F2025&SehirAdi=Izmir
2025-12-01,2025-12,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"1/12/1/7/4/1,5,11",11384.8,"11.384,80 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=01%2F12%2F2025&SehirAdi=Urfa
2025-12-02,2025-12,1,Sali,Adana,1,1. 6'LI GANYAN,"3,8/2/5/2/6/5",18507.9,"18.507,90 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=02%2F12%2F2025&SehirAdi=Adana
2025-12-02,2025-12,1,Sali,Antalya,10,1. 6'LI GANYAN,8/6/5/2/6/7,46651.55,"46.651,55 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=02%2F12%2F2025&SehirAdi=Antalya
2025-12-03,2025-12,2,Carsamba,Urfa,6,1. 6'LI GANYAN,7/2/1/7/9/7,3528.68,"3.528,68 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=03%2F12%2F2025&SehirAdi=Urfa
2025-12-04,2025-12,3,Persembe,Antalya,10,1. 6'LI GANYAN,3/1/1/2/4/6,1460.65,"1.460,65 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=04%2F12%2F2025&SehirAdi=Antalya
2025-12-04,2025-12,3,Persembe,Izmir,2,1. 6'LI GANYAN,7/1/4/2/4/2,785.95,"785,95 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=04%2F12%2F2025&SehirAdi=Izmir
2025-12-05,2025-12,4,Cuma,Bursa,4,1. 6'LI GANYAN,1/7/3/1/9/3,3655.65,"3.655,65 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=05%2F12%2F2025&SehirAdi=Bursa
2025-12-06,2025-12,5,Cumartesi,Adana,1,1. 6'LI GANYAN,3/5/4/9/10/4,39310.35,"39.310,35 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=06%2F12%2F2025&SehirAdi=Adana
2025-12-06,2025-12,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,3/4/3/6/6/6,130839.0,"130.839,00 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=06%2F12%2F2025&SehirAdi=Istanbul
2025-12-07,2025-12,6,Pazar,Adana,1,1. 6'LI GANYAN,2/5/2/4/6/9,3747.1,"3.747,10 ₺",0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=07%2F12%2F2025&SehirAdi=Adana
2025-12-07,2025-12,6,Pazar,Izmir,2,1. 6'LI GANYAN,7/1/8/6/5/2,52217.35,"52.217,35 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=07%2F12%2F2025&SehirAdi=Izmir
2025-12-08,2025-12,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,3/4/3/1/2/2,384319.84,"384.319,84 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=08%2F12%2F2025&SehirAdi=Urfa
2025-12-10,2025-12,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,1/2/2/2/3/1,86734.0,"86.734,00 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=10%2F12%2F2025&SehirAdi=Istanbul
2025-12-10,2025-12,2,Carsamba,Urfa,6,1. 6'LI GANYAN,2/1/3/13/9/6,68224.08,"68.224,08 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=10%2F12%2F2025&SehirAdi=Urfa
2025-12-11,2025-12,3,Persembe,Antalya,10,1. 6'LI GANYAN,"1/1,4,6/11/9/5/1",3152.75,"3.152,75 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=11%2F12%2F2025&SehirAdi=Antalya
2025-12-13,2025-12,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"8/4/4/4,10/4/1",3588.9,"3.588,90 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=13%2F12%2F2025&SehirAdi=Adana
2025-12-14,2025-12,6,Pazar,Adana,1,1. 6'LI GANYAN,1/2/5/10/3/2,37996.3,"37.996,30 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=14%2F12%2F2025&SehirAdi=Adana
2025-12-14,2025-12,6,Pazar,Izmir,2,1. 6'LI GANYAN,8/3/2/8/7/3,21991.5,"21.991,50 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=14%2F12%2F2025&SehirAdi=Izmir
2025-12-15,2025-12,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"2,8/3,4/10/5/11/2",55643.56,"55.643,56 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=15%2F12%2F2025&SehirAdi=Urfa
2025-12-16,2025-12,1,Sali,Adana,1,1. 6'LI GANYAN,8/5/10/12/3/2,33304.65,"33.304,65 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=16%2F12%2F2025&SehirAdi=Adana
